sitio,fecha,tra.par,no.esp.p,codigo.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,observador,comentarios
V21,2010-11-26,T1,p0056,phr.sp1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V21,2010-11-26,T2,p0006,men.dec,10,1,2,6,18,9,7,12,2,1,70,.,.,.,.,.,128,Diego,
V4,2010-11-26,P1,p0003,zuc.pun,2,14.5,8,.,.,.,.,.,.,.,.,.,.,.,.,.,22.5,Nydia y Georgina,
V4,2010-11-26,P1,p0034,lar.div,12,35,15,6,3,1,.,.,.,.,.,.,.,.,.,.,144,Nydia y Georgina,
V4,2010-11-26,P1,p0037,opu.sul,8,1,1,1,2,1,.,.,.,.,.,.,.,.,.,.,9.6,Nydia y Georgina,
V4,2010-11-26,P1,p0061,phi.gil,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Nydia y Georgina,
V4,2010-11-26,P2,p0006,men.dec,12,2,1,4,3,3,.,.,.,.,.,.,.,.,.,.,31.2,Nydia y Georgina,
V4,2010-11-26,P2,p0034,lar.div,8,15,10,65,23,4,.,.,.,.,.,.,.,.,.,.,187.2,Nydia y Georgina,
V4,2010-11-26,P2,p0037,opu.sul,5,2,1,1,3,2,.,.,.,.,.,.,.,.,.,.,9,Nydia y Georgina,
V4,2010-11-26,P2,p0038,pro.fle,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia y Georgina,vaina
V4,2010-11-26,P5,p0003,zuc.pun,2,200,9,.,.,.,.,.,.,.,.,.,.,.,.,.,209,Nydia y Georgina,
V4,2010-11-26,P5,p0004,hel.don,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia y Georgina,
V4,2010-11-26,P5,p0006,men.dec,7,16,1,1,2,1,.,.,.,.,.,.,.,.,.,.,29.4,Nydia y Georgina,
V4,2010-11-26,P5,p0034,lar.div,7,3,27,35,2,160,.,.,.,.,.,.,.,.,.,.,317.8,Nydia y Georgina,
V4,2010-11-26,P5,p0037,opu.sul,8,5,4,1,1,1,.,.,.,.,.,.,.,.,.,.,19.2,Nydia y Georgina,
V4,2010-11-26,P6,p0003,zuc.pun,13,380,90,26,60,185,.,.,.,.,.,.,.,.,.,.,1926.6,Nydia y Georgina,
V4,2010-11-26,P6,p0006,men.dec,105,21,8,5,7,1,.,.,.,.,.,.,.,.,.,.,882,Nydia y Georgina,
V4,2010-11-26,P6,p0034,lar.div,2,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Nydia y Georgina,
V4,2010-11-26,P6,p0037,opu.sul,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia y Georgina,
V4,2010-11-26,T1,p0006,men.dec,12,5,2,3,2,4,.,.,.,.,.,.,.,.,.,.,38.4,Nydia y Georgina,
V4,2010-11-26,T1,p0034,lar.div,11,2.1,6,21.5,54,17,.,.,.,.,.,.,.,.,.,.,221.32,Nydia y Georgina,
V4,2010-11-26,T1,p0037,opu.sul,8,1,1,1,1,3,.,.,.,.,.,.,.,.,.,.,11.2,Nydia y Georgina,
V4,2010-11-26,T2,p0006,men.dec,40,12,15,2,23,1,.,.,.,.,.,.,.,.,.,.,424,Nydia y Georgina,
V4,2010-11-26,T2,p0034,lar.div,10,32,4,13,3,140,.,.,.,.,.,.,.,.,.,.,384,Nydia y Georgina,
V4,2010-11-26,T2,p0037,opu.sul,4,1,2,1,1,.,.,.,.,.,.,.,.,.,.,.,5,Nydia y Georgina,
V1,2010-12-03,P1,p0034,lar.div,2,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V1,2010-12-03,P1,p0037,opu.sul,2,3,4,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Nydia,
V1,2010-12-03,P2,p0003,zuc.pun,1,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,Nydia,
V1,2010-12-03,P2,p0004,hel.don,2,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Nydia,
V1,2010-12-03,P2,p0009,sen.aph,4,5,2,4,5,.,.,.,.,.,.,.,.,.,.,.,16,Nydia,
V1,2010-12-03,P2,p0037,opu.sul,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2010-12-03,P2,p0038,pro.fle,3,5000,19200,200000,.,.,.,.,.,.,.,.,.,.,.,.,224200,Nydia,
V1,2010-12-03,P5,p0034,lar.div,2,1,34,.,.,.,.,.,.,.,.,.,.,.,.,.,35,Nydia,
V1,2010-12-03,P5,p0037,opu.sul,3,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V1,2010-12-03,P6,p0003,zuc.pun,6,6,4,19,45,140,.,.,.,.,.,.,.,.,.,.,256.8,Nydia,
V1,2010-12-03,P6,p0006,men.dec,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2010-12-03,P6,p0009,sen.aph,4,2,5,7,11,.,.,.,.,.,.,.,.,.,.,.,25,Nydia,
V1,2010-12-03,P6,p0038,pro.fle,3,22800,16000,450000,.,.,.,.,.,.,.,.,.,.,.,.,488800,Nydia,
V1,2010-12-03,P6,p0051,mon.aph,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia,
V1,2010-12-03,T1,p0003,zuc.pun,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Nydia,
V1,2010-12-03,T1,p0009,sen.aph,3,10,2,15,.,.,.,.,.,.,.,.,.,.,.,.,27,Nydia,
V1,2010-12-03,T2,p0003,zuc.pun,3,5,7,15,.,.,.,.,.,.,.,.,.,.,.,.,27,Nydia,
V1,2010-12-03,T2,p0004,hel.don,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,
V1,2010-12-03,T2,p0009,sen.aph,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V1,2010-12-03,T2,p0034,lar.div,7,600,15,5,1,90,.,.,.,.,.,.,.,.,.,.,995.4,Nydia,
V18,2010-12-03,P1,p0003,zuc.pun,1,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,Diego,
V18,2010-12-03,P2,p0003,zuc.pun,1,80,50,.,.,.,.,.,.,.,.,.,.,.,.,.,65,Diego,
V18,2010-12-03,P2,p0043,tri.can,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V18,2010-12-03,P5,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V18,2010-12-03,P6,p0034,lar.div,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego,
V18,2010-12-03,T1,p0003,zuc.pun,3,50,50,20,.,.,.,.,.,.,.,.,.,.,.,.,120,Diego,
V18,2010-12-03,T1,p0038,pro.fle,2,200,2,.,.,.,.,.,.,.,.,.,.,.,.,.,202,Diego,
V18,2010-12-03,T2,p0003,zuc.pun,3,15,5,15,.,.,.,.,.,.,.,.,.,.,.,.,35,Diego,
V19,2010-12-03,P1,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V19,2010-12-03,P2,p0006,men.dec,18,2,3,6,4,1,5,7,4,1,1,.,.,.,.,.,61.2,Diego,
V19,2010-12-03,P2,p0129,hya.arg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,13,Diego,
V19,2010-12-03,P2,p0069,sen.gil,1,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Diego,
V19,2010-12-03,P5,p0006,men.dec,31,2,1,3,5,4,2,14,4,9,3,.,.,.,.,.,145.7,Diego,
V19,2010-12-03,P6,p0006,men.dec,4,2,3,3,4,.,.,.,.,.,.,.,.,.,.,.,12,Diego,
V19,2010-12-03,P6,p0129,hya.arg,15,6,4,2,1,3,3,1,1,1,1,.,.,.,.,.,34.5,Diego,
V19,2010-12-03,T1,p0006,men.dec,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V19,2010-12-03,T1,p0129,hya.arg,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V19,2010-12-03,T1,p0069,sen.gil,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V19,2010-12-03,T2,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V20,2010-12-03,P1,p0004,hel.don,5,2,2,2,1,2,.,.,.,.,.,.,.,.,.,.,9,Diego,
V20,2010-12-03,P1,.,bacch.,4,6,120,60,50,.,.,.,.,.,.,.,.,.,.,.,236,Diego,
V20,2010-12-03,P2,.,bacch.,2,20,15,.,.,.,.,.,.,.,.,.,.,.,.,.,35,Diego,
V20,2010-12-03,P2,p0126,mut.sp,1,1.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.33,Diego,
V20,2010-12-03,P5,.,bacch.,2,120,15,20,.,.,.,.,.,.,.,.,.,.,.,.,103.33,Diego,
V20,2010-12-03,P5,p0047,dyp.gla,1,250,.,.,.,.,.,.,.,.,.,.,.,.,.,.,250,Diego,
V20,2010-12-03,P5,p0040,ros.rub,3,2,10,1,.,.,.,.,.,.,.,.,.,.,.,.,13,Diego,
V20,2010-12-03,P5,p0010,ste.gil,2,22,10,.,.,.,.,.,.,.,.,.,.,.,.,.,32,Diego,
V20,2010-12-03,P6,p0004,hel.don,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,Revisar numero de flores a partir de promedios
V20,2010-12-03,P6,p0006,men.dec,7,60,15,25,4,15,10,15,.,.,.,.,.,.,.,.,144,Diego,
V20,2010-12-03,T1,.,bacch.,1,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,Diego,
V20,2010-12-03,T1,p0032,con.mic,1,800,.,.,.,.,.,.,.,.,.,.,.,.,.,.,800,Diego,
V20,2010-12-03,T1,p0040,ros.rub,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego,
V20,2010-12-03,T2,.,bacch.,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Diego,
V20,2010-12-03,T2,p0021,sch.fas,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Diego,
V21,2010-12-03,P1,p0006,men.dec,3,70,60,.,.,.,.,.,.,.,.,.,.,.,.,.,195,Diego,
V21,2010-12-03,P1,p0040,ros.rub,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Diego,
V21,2010-12-03,P1,p0047,dyp.gla,6,60,90,40,30,30,20,.,.,.,.,.,.,.,.,.,270,Diego,
V21,2010-12-03,P1,p0069,sen.gil,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego,
V21,2010-12-03,P2,p0006,men.dec,2,200,20,.,.,.,.,.,.,.,.,.,.,.,.,.,220,Diego,
V21,2010-12-03,P2,p0069,sen.gil,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego,
V21,2010-12-03,P5,p0006,men.dec,16,10,4,30,4,25,20,8,8,11,15,.,.,.,.,.,216,Diego,
V21,2010-12-03,P6,p0006,men.dec,20,45,20,1,12,32,2,3,2,12,25,.,.,.,.,.,308,Diego,
V21,2010-12-03,P6,p0069,senecio,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Diego,CHEQUEAR SP. 
V21,2010-12-03,T1,p0006,men.dec,2,300,20,.,.,.,.,.,.,.,.,.,.,.,.,.,320,Diego,
V21,2010-12-03,T2,p0006,men.dec,10,4,6,6,1,5,1,2,1,35,35,.,.,.,.,.,96,Diego,
V4,2010-12-03,P1,p0003,zuc.pun,1,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V4,2010-12-03,P1,p0034,lar.div,2,7,4,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Nydia,
V4,2010-12-03,P1,p0037,opu.sul,5,1,1,3,1,1,.,.,.,.,.,.,.,.,.,.,7,Nydia,
V4,2010-12-03,P2,p0006,men.dec,12,3,1,7,3,1,.,.,.,.,.,.,.,.,.,.,36,Nydia,
V4,2010-12-03,P2,p0034,lar.div,5,3,6,1,10,3,.,.,.,.,.,.,.,.,.,.,23,Nydia,
V4,2010-12-03,P2,p0037,opu.sul,9,1,1,1,1,3,.,.,.,.,.,.,.,.,.,.,12.6,Nydia,
V4,2010-12-03,P5,p0003,zuc.pun,4,65,80,130,5,.,.,.,.,.,.,.,.,.,.,.,280,Nydia,
V4,2010-12-03,P5,p0004,hel.don,3,6,2,1,.,.,.,.,.,.,.,.,.,.,.,.,9,Nydia,
V4,2010-12-03,P5,p0006,men.dec,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Nydia,
V4,2010-12-03,P5,p0034,lar.div,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2010-12-03,P5,p0037,opu.sul,11,6,6,3,10,3,.,.,.,.,.,.,.,.,.,.,61.6,Nydia,
V4,2010-12-03,P6,p0003,zuc.pun,12,8,3,13,375,15,.,.,.,.,.,.,.,.,.,.,993.6,Nydia,
V4,2010-12-03,P6,p0006,men.dec,5,10,1,2,1,1,.,.,.,.,.,.,.,.,.,.,15,Nydia,
V4,2010-12-03,P6,p0037,opu.sul,3,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,4,Nydia,
V4,2010-12-03,T1,p0006,men.dec,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2010-12-03,T1,p0034,lar.div,8,1,3,6,29,123,.,.,.,.,.,.,.,.,.,.,259.2,Nydia,
V4,2010-12-03,T1,p0037,opu.sul,7,1,3,2,2,1,.,.,.,.,.,.,.,.,.,.,12.6,Nydia,
V4,2010-12-03,T2,p0004,hel.don,1,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,Nydia,
V4,2010-12-03,T2,p0006,men.dec,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2010-12-03,T2,p0034,lar.div,4,30,15,32,117,.,.,.,.,.,.,.,.,.,.,.,194,Nydia,
V4,2010-12-03,T2,p0037,opu.sul,4,3,1,1,2,.,.,.,.,.,.,.,.,.,.,.,7,Nydia,
V1,2010-12-17,P1,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V1,2010-12-17,P1,p0038,pro.fle,3,6000,600,5200,.,.,.,.,.,.,.,.,.,.,.,.,11800,Nydia,
V1,2010-12-17,P5,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V1,2010-12-17,P6,p0003,zuc.pun,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Nydia,
V1,2010-12-17,P6,p0038,pro.fle,3,9200,7000,72000,.,.,.,.,.,.,.,.,.,.,.,.,88200,Nydia,
V1,2010-12-17,T1,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V1,2010-12-17,T2,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V18,2010-12-17,P1,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V18,2010-12-17,P2,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Nydia,flor blanca
V18,2010-12-17,P5,p0003,zuc.pun,1,4.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,Nydia,
V18,2010-12-17,P6,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V18,2010-12-17,T1,p0003,zuc.pun,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Nydia,
V18,2010-12-17,T2,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V4,2010-12-17,P1,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V4,2010-12-17,P2,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V4,2010-12-17,P5,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V4,2010-12-17,P6,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V4,2010-12-17,T1,p0037,opu.sul,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Nydia,
V4,2010-12-17,T2,.,Nada,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nydia,
V1,2011-01-27,.,p0032,con.mic,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,fuera de transecta y parcela
V1,2011-01-27,P1,p0034,lar.div,4,3,4,3,5,.,.,.,.,.,.,.,.,.,.,.,15,Diego y Nydia,
V1,2011-01-27,P1,p0034,lar.div,4,3,4,5,3,.,.,.,.,.,.,.,.,.,.,.,15,Diego y Nydia,
V1,2011-01-27,P2,p0004,hel.don,7,1,4,9,3,1,.,.,.,.,.,.,.,.,.,.,25.2,Diego y Nydia,
V1,2011-01-27,P2,p0006,men.dec,9,2,1,1,1,2,.,.,.,.,.,.,.,.,.,.,12.6,Diego y Nydia,
V1,2011-01-27,P2,p0009,sen.aph,15,215,30,8,220,375,.,.,.,.,.,.,.,.,.,.,2544,Diego y Nydia,
V1,2011-01-27,P2,p0019,aca.ser,92,130,240,1500,80,100,.,.,.,.,.,.,.,.,.,.,37720,Diego y Nydia,
V1,2011-01-27,P2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,72,Diego y Nydia,31 individuos
V1,2011-01-27,P2,p0034,lar.div,1,225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,225,Diego y Nydia,
V1,2011-01-27,P2,p0050,hys.jas,24,1,13,4,2,6,.,.,.,.,.,.,.,.,.,.,124.8,Diego y Nydia,
V1,2011-01-27,P2,p0131,gut.sp1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego y Nydia,
V1,2011-01-27,P5,p0003,zuc.pun,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego y Nydia,
V1,2011-01-27,P5,p0034,lar.div,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,144,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,P5,p0034,lar.div,3,15,20,25,.,.,.,.,.,.,.,.,.,.,.,.,60,Diego y Nydia,
V1,2011-01-27,T1,p0004,hel.don,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68.4,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0006,men.dec,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.2,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0009,sen.aph,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,339.2,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0011,lyc.chi,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0019,aca.ser,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13120,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,8,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0064,pol.sp1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.5,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T1,p0101,hof.er2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Diego y Nydia,
V1,2011-01-27,T1,p0101,hof.er2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Diego y Nydia,
V1,2011-01-27,T2,p0052,oxy.ova,1,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0003,zuc.pun,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0004,hel.don,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28.8,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0006,men.dec,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.6,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0009,sen.aph,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,339.2,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0019,aca.ser,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16400,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0025,thy.pen,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0034,lar.div,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,Diego y Nydia,Revisar numero de flores a partir de promedios
V1,2011-01-27,T2,p0101,hof.er2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Diego y Nydia,
V1,2011-01-27,T2,p0101,hof.er2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Diego y Nydia,
V1,2011-01-27,T2,p0052,oxy.ova,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Diego y Nydia,
V18,2011-01-27,P1,p0019,aca.ser,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P1,p0002,jun.asp,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P1,p0034,lar.div,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P1,p0036,lec.het,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P1,p0038,pro.fle,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P2,p0002,jun.asp,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1103.2,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P2,p0004,hel.don,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego y Nydia,
V18,2011-01-27,P2,p0011,lyc.chi,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P2,p0019,aca.ser,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15730,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P2,p0036,lec.het,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego y Nydia,
V18,2011-01-27,P6,p0019,aca.ser,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15730,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P6,p0034,lar.div,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,160,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,P6,p0045,lar.cun,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Diego y Nydia,Revisar numero de flores a partir de promedios
V18,2011-01-27,T1,p0002,jun.asp,5,10,56,230,5200,20,.,.,.,.,.,.,.,.,.,.,5516,Diego y Nydia,
V18,2011-01-27,T1,p0006,men.dec,2,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego y Nydia,
V18,2011-01-27,T1,p0011,lyc.chi,3,3,5,1,.,.,.,.,.,.,.,.,.,.,.,.,9,Diego y Nydia,
V18,2011-01-27,T1,p0019,aca.ser,39,2000,900,150,115,4700,.,.,.,.,.,.,.,.,.,.,61347,Diego y Nydia,
V18,2011-01-27,T1,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Diego y Nydia,
V18,2011-01-27,T1,p0034,lar.div,1,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,Diego y Nydia,
V18,2011-01-27,T2,p0019,aca.ser,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28314,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-01-27,P1,p0007,lyc.ten,2,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego y Nydia,
V4,2011-01-27,P1,p0019,aca.ser,46,50,150,100,200,120,.,.,.,.,.,.,.,.,.,.,5704,Diego y Nydia,
V4,2011-01-27,P1,p0061,phi.gil,3,90,15,45,.,.,.,.,.,.,.,.,.,.,.,.,150,Diego y Nydia,enredadera
V4,2011-01-27,P2,p0006,men.dec,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego y Nydia,
V4,2011-01-27,P2,p0011,lyc.chi,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Diego y Nydia,
V4,2011-01-27,P2,p0017,sal.gil,9,12,14,65,11,80,.,.,.,.,.,.,.,.,.,.,327.6,Diego y Nydia,
V4,2011-01-27,P2,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,31,Diego y Nydia,3 individuos
V4,2011-01-27,P2,p0034,lar.div,2,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego y Nydia,
V4,2011-01-27,P2,p0054,sph.min,5,1,13,6,5,13,.,.,.,.,.,.,.,.,.,.,38,Diego y Nydia,
V4,2011-01-27,P2,p0052,oxy.ova,1,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,Diego y Nydia,
V4,2011-01-27,P5,p0004,hel.don,3,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,5,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-01-27,P5,p0019,aca.ser,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4464,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-01-27,P5,p0037,opu.sul,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Diego y Nydia,
V4,2011-01-27,P5,p0052,oxy.ova,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Diego y Nydia,Revisar numero de flores a partir de promedios
V4,2011-01-27,P6,p0003,zuc.pun,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Diego y Nydia,
V4,2011-01-27,P6,p0006,men.dec,5,2,1,1,4,5,.,.,.,.,.,.,.,.,.,.,13,Diego y Nydia,
V4,2011-01-27,P6,p0011,lyc.chi,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Diego y Nydia,
V4,2011-01-27,P6,p0019,aca.ser,139,79,99,326,35,1130,.,.,.,.,.,.,.,.,.,.,46398.2,Diego y Nydia,
V4,2011-01-27,P6,p0025,thy.pen,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,29,Diego y Nydia,6 individuos
