sitio,tra.par,fecha,semana,no.esp.p,codigo.p,genero.p,especie.p,no.ind,no.flores.ind.1,no.flores.ind.2,no.flores.ind.3,no.flores.ind.4,no.flores.ind.5,no.flores.ind.6,no.flores.ind.7,no.flores.ind.8,no.flores.ind.9,no.flores.ind.10,no.flores.ind.11,no.flores.ind.12,no.flores.ind.13,no.flores.ind.14,flores.herb,flores.tot,realizador,comentarios
V11,T1,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Erica Stevani,
V11,T2,2008-10-09,1,p0071,gla.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Erica Stevani,
V11,T2,2008-10-09,1,p0079,pol.ste,.,.,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Erica Stevani,
V11,T2,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,2,16,1,.,.,.,.,.,.,.,.,.,.,.,.,.,17,Erica Stevani,
V11,T2,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,Erica Stevani,
V12,67,2008-10-09,1,p0046,arj.lon,Arjona,longifolia,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,78,Erica Stevani,
V12,67,2008-10-09,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,47,Erica Stevani,
V12,67,2008-10-09,1,paÃ±ito,paÃ±ito,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,14,Erica Stevani,
V12,67,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,581,581,Erica Stevani,
V12,67,2008-10-09,1,spergula,spergula,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109,109,Erica Stevani,
V12,67,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,3,1,2,5,.,.,.,.,.,.,.,.,.,.,.,.,8,Erica Stevani,
V12,67,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,Erica Stevani,
V12,69,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Erica Stevani,
V12,69,2008-10-09,1,p0026,alo.gra,Aloyssia ,gratissima ,2,300,20,.,.,.,.,.,.,.,.,.,.,.,.,.,320,Erica Stevani,
V12,69,2008-10-09,1,p0071,gla.sp2,.,.,2,70,26,.,.,.,.,.,.,.,.,.,.,.,.,.,96,Erica Stevani,
V12,69,2008-10-09,1,p0036,lec.het,Lecanophora,heterophylla,2,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Erica Stevani,
V12,69,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,4,5,1,1,8,.,.,.,.,.,.,.,.,.,.,.,15,Erica Stevani,
V12,69,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,Erica Stevani,
V12,70,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,5,15,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Jimena Dorado,
V12,70,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,4,6,10,4,7,.,.,.,.,.,.,.,.,.,.,.,27,Anahí Miner,
V12,70,2008-10-09,1,p0059,des.sp1,.,.,9,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,27,Jimena Dorado,
V12,70,2008-10-09,1,p0071,gla.sp2,.,.,1,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Jimena Dorado,
V12,70,2008-10-09,1,p0071,gla.sp2,.,.,2,5,25,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Anahí Miner,
V12,70,2008-10-09,1,p0102,lap.red,.,.,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Jimena Dorado,Blanca
V12,70,2008-10-09,1,p0102,lap.red,.,.,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Anahí Miner,
V12,70,2008-10-09,1,p0102,lap.red,.,.,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,300,300,Jimena Dorado,Celeste
V12,70,2008-10-09,1,p0060,lyc.gil,.,.,2,26,20,.,.,.,.,.,.,.,.,.,.,.,.,.,46,Anahí Miner,
V12,70,2008-10-09,1,p0007,lyc.ten,Lycium ,tenuispinosum  ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Anahí Miner,
V12,70,2008-10-09,1,p0066,pha.art,.,.,3,8,19,3,.,.,.,.,.,.,.,.,.,.,.,.,30,Jimena Dorado,
V12,70,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Jimena Dorado,
V12,70,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,133,133,Anahí Miner,
V12,70,2008-10-09,1,p0064,pol.sp1,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V12,70,2008-10-09,1,p0021,sch.fas,Schinus,aff. fasciculata ,2,3000,2500,.,.,.,.,.,.,.,.,.,.,.,.,.,5500,Jimena Dorado,
V12,70,2008-10-09,1,spergula,spergula,.,.,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V12,70,2008-10-09,1,spergula,spergula,.,.,20,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,20,Jimena Dorado,
V12,70,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,43,Anahí Miner,
V12,72,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V12,72,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,1,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,Jimena Dorado,
V12,72,2008-10-09,1,p0026,alo.gra,Aloyssia ,gratissima ,1,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Jimena Dorado,
V12,72,2008-10-09,1,p0046,arj.lon,Arjona,longifolia,3,7,8,2,.,.,.,.,.,.,.,.,.,.,.,.,17,Jimena Dorado,
V12,72,2008-10-09,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,17,Jimena Dorado,
V12,72,2008-10-09,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,Anahí Miner,
V12,72,2008-10-09,1,p0091,hel.sp2,.,.,5,14,3,13,7,8,.,.,.,.,.,.,.,.,.,.,45,Jimena Dorado,
V12,72,2008-10-09,1,p0102,lap.red,.,.,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Jimena Dorado,Celeste
V12,72,2008-10-09,1,p0060,lyc.gil,.,.,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
V12,72,2008-10-09,1,mini.bl.2,mini.bl.2,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,124,124,Jimena Dorado,
V12,72,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,195,195,Jimena Dorado,
V12,72,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,2,Anahí Miner,
V12,72,2008-10-09,1,spergula,spergula,.,.,31,1,1,1,1,1,1,1,1,1,1,.,.,.,.,.,31,Jimena Dorado,
V12,72,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Jimena Dorado,
V12,72,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,3,1,1,4,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
V12,72,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,16,Anahí Miner,
V12,72,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,40,Jimena Dorado,
V12,T1,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,4,40,.,.,.,.,.,.,.,.,.,.,.,.,.,44,Erica Stevani,
V12,T1,2008-10-09,1,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,46,Erica Stevani,
V12,T1,2008-10-09,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Erica Stevani,
V12,T1,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,230,230,Erica Stevani,
V12,T1,2008-10-09,1,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,18,Erica Stevani,
V12,T1,2008-10-09,1,spergula,spergula,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Erica Stevani,
V12,T1,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V12,T1,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,Erica Stevani,
V12,T2,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,80,Erica Stevani,
V12,T2,2008-10-09,1,p0026,alo.gra,Aloyssia ,gratissima ,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,63,Erica Stevani,
V12,T2,2008-10-09,1,p0046,arj.lon,Arjona,longifolia,27,7,112,6,78,30,.,.,.,.,.,.,.,.,.,.,1258,Erica Stevani,
V12,T2,2008-10-09,1,p0020,hof.ere,Hoffmannseggia  ,eremophila ,3,10,9,1,.,.,.,.,.,.,.,.,.,.,.,.,20,Erica Stevani,
V12,T2,2008-10-09,1,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156,156,Erica Stevani,
V12,T2,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,453,453,Erica Stevani,
V13,76,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,1,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,175,Anahí Miner,
V13,76,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6800,6800,Erica Stevani,
V13,76,2008-10-09,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,5,Anahí Miner,
V13,76,2008-10-09,1,p0050,hys.jas,Hysterionica,jassionoide,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V13,76,2008-10-09,1,p0002,jun.asp,Junellia ,aspera ,7,8,24,5,15,20,55,350,.,.,.,.,.,.,.,.,477,Anahí Miner,
V13,76,2008-10-09,1,p0020,jun.asp,Junellia ,aspera ,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2610,2610,Erica Stevani,
V13,76,2008-10-09,1,p0036,lec.het,Lecanophora,heterophylla,6,1,3,10,8,.,.,.,.,.,.,.,.,.,.,.,33,Erica Stevani,
V13,76,2008-10-09,1,p0036,lec.het,Lecanophora,heterophylla,11,1,2,1,1,2,1,.,.,.,.,.,.,.,.,.,15,Anahí Miner,
V13,76,2008-10-09,1,p0011,lyc.chi,Lycium ,chilense ,3,110,150,12,.,.,.,.,.,.,.,.,.,.,.,.,272,Anahí Miner,
V13,76,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Anahí Miner,inflorescencia
V13,76,2008-10-09,1,p0079,pol.ste,.,.,3,50,50,20,.,.,.,.,.,.,.,.,.,.,.,.,120,Erica Stevani,
V13,76,2008-10-09,1,p0079,pol.ste,.,.,18,54,25,3,20,5,44,24,20,15,23,.,.,.,.,.,419,Anahí Miner,
V13,76,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,91,3,1,3,13,5,2,1,30,5,2,.,.,.,.,.,592,Anahí Miner,
V13,76,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,576,576,Erica Stevani,
V13,76,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127,127,Anahí Miner,
V13,76,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,566,566,Erica Stevani,
V13,78,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,4,168,.,.,.,.,.,.,.,.,.,.,.,.,.,172,Anahí Miner,
V13,78,2008-10-09,1,p0019,aca.ser,Acantholippia ,seriphioides ,4,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120,Erica Stevani,
V13,78,2008-10-09,1,p0059,des.sp1,.,.,20,3,3,3,2,1,2,6,4,8,2,.,.,.,.,.,68,Anahí Miner,
V13,78,2008-10-09,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Anahí Miner,
V13,78,2008-10-09,1,p0071,gla.sp2,.,.,6,4,6,4,2,40,4,2,.,.,.,.,.,.,.,.,53,Anahí Miner,
V13,78,2008-10-09,1,p0002,jun.asp,Junellia ,aspera ,1,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,Erica Stevani,
V13,78,2008-10-09,1,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Anahí Miner,
V13,78,2008-10-09,1,p0036,lec.het,Lecanophora,heterophylla,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V13,78,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,105,105,Erica Stevani,
V13,78,2008-10-09,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,29,Anahí Miner,inflorescencia
V13,78,2008-10-09,1,p0079,pol.ste,.,.,5,20,20,50,120,90,.,.,.,.,.,.,.,.,.,.,300,Erica Stevani,
V13,78,2008-10-09,1,p0079,pol.ste,.,.,5,30,10,3,.,.,.,.,.,.,.,.,.,.,.,.,72,Erica Stevani,
V13,78,2008-10-09,1,p0079,pol.ste,.,.,10,45,45,25,81,20,15,35,20,20,3,5,.,.,.,.,285,Anahí Miner,
V13,78,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,55,3,1,3,4,2,1,1,1,3,3,.,.,.,.,.,121,Anahí Miner,
V13,78,2008-10-09,1,p0054,sph.min,Spharealcea,miniata,69,1,1,7,5,1,1,1,20,15,46,55,23,30,2,.,1025,Erica Stevani,
V13,78,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112,112,Anahí Miner,
V13,78,2008-10-09,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120,120,Erica Stevani,
V10,55,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,40,50,1000,400,200,300,100,400,600,200,70,.,.,.,.,.,13280,Sebastián Martín,
V10,55,2008-10-11,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,15,Sebastián Martín,
V10,55,2008-10-11,1,p0071,gla.sp2,.,.,1,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,Sebastián Martín,
V10,55,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,4,800,400,300,130,.,.,.,.,.,.,.,.,.,.,.,1630,Sebastián Martín,
V10,55,2008-10-11,1,p0036,lec.het,Lecanophora,heterophylla,21,1,1,1,1,1,1,1,1,1,3,4,2,.,.,.,32,Sebastián Martín,
V10,55,2008-10-11,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,78,Sebastián Martín,
V10,55,2008-10-11,1,p0069,sen.gil,.,.,1,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,Sebastián Martín,
V10,55,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,520,520,Sebastián Martín,
V10,57,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,6,100,1100,800,100,2000,1200,.,.,.,.,.,.,.,.,.,5300,Sebastián Martín,
V10,57,2008-10-11,1,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,70,Sebastián Martín,
V10,57,2008-10-11,1,p0059,des.sp1,.,.,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,Sebastián Martín,
V10,57,2008-10-11,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,Sebastián Martín,
V10,57,2008-10-11,1,p0071,gla.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Sebastián Martín,
V10,57,2008-10-11,1,p0036,lec.het,Lecanophora,heterophylla,4,5,1,1,1,.,.,.,.,.,.,.,.,.,.,.,8,Sebastián Martín,
V10,57,2008-10-11,1,p0007,lyc.ten,Lycium ,tenuispinosum  ,5,7,2,8,3,6,.,.,.,.,.,.,.,.,.,.,26,Sebastián Martín,
V10,57,2008-10-11,1,p0006,men.dec,Menodora ,decemfida ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Sebastián Martín,
V10,57,2008-10-11,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,210,210,Sebastián Martín,
V10,57,2008-10-11,1,p0054,sph.min,Spharealcea,miniata,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Sebastián Martín,
V10,57,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,500,500,Sebastián Martín,
V10,58,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,9,450,50,1500,1100,2300,900,1200,900,200,.,.,.,.,.,.,8600,Anahí Miner,
V10,58,2008-10-11,1,p0046,arj.lon,Arjona,longifolia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,150,150,Anahí Miner,
V10,58,2008-10-11,1,p0059,des.sp1,.,.,5,11,12,20,10,20,7,12,9,8,5,10,.,.,.,.,56,Anahí Miner,
V10,58,2008-10-11,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,11,Erica Stevani,
V10,58,2008-10-11,1,p0071,gla.sp2,.,.,3,3,25,120,.,.,.,.,.,.,.,.,.,.,.,.,148,Anahí Miner,
V10,58,2008-10-11,1,p0071,gla.sp2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,152,152,Erica Stevani,
V10,58,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,1,480,.,.,.,.,.,.,.,.,.,.,.,.,.,.,480,Anahí Miner,
V10,58,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,1,960,.,.,.,.,.,.,.,.,.,.,.,.,.,.,960,Erica Stevani,
V10,58,2008-10-11,1,p0036,lec.het,Lecanophora,heterophylla,5,1,2,6,2,1,.,.,.,.,.,.,.,.,.,.,12,Anahí Miner,
V10,58,2008-10-11,1,p0036,lec.het,Lecanophora,heterophylla,7,3,25,2,.,.,.,.,.,.,.,.,.,.,.,.,70,Erica Stevani,
V10,58,2008-10-11,1,p0007,lyc.ten,Lycium ,tenuispinosum  ,5,5,3,1,3,1,.,.,.,.,.,.,.,.,.,.,13,Anahí Miner,
V10,58,2008-10-11,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,6,Erica Stevani,
V10,58,2008-10-11,1,p0079,pol.ste,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,25,Anahí Miner,
V10,58,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,37,Anahí Miner,
V10,60,2008-10-11,1,p0059,des.sp1,.,.,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,Anahí Miner,
V10,60,2008-10-11,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,Anahí Miner,
V10,60,2008-10-11,1,p0071,gla.sp2,.,.,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Anahí Miner,
V10,60,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,7,200,330,170,40,190,130,40,.,.,.,.,.,.,.,.,1100,Anahí Miner,
V10,60,2008-10-11,1,p0036,lec.het,Lecanophora,heterophylla,9,1,2,5,2,1,1,4,3,3,.,.,.,.,.,.,22,Anahí Miner,
V10,60,2008-10-11,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,9,Anahí Miner,
V10,60,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174,174,Anahí Miner,
V10,T1,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,7,260,60,60,80,300,300,120,.,.,.,.,.,.,.,.,1180,Erica Stevani,
V10,T1,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,4,8,40,64,80,.,.,.,.,.,.,.,.,.,.,.,192,Erica Stevani,
V10,T1,2008-10-11,1,p0036,lec.het,Lecanophora,heterophylla,4,5,3,2,2,.,.,.,.,.,.,.,.,.,.,.,12,Erica Stevani,
V10,T1,2008-10-11,1,p0072,pla.pat,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,3,Erica Stevani,
V10,T1,2008-10-11,1,p0069,sen.gil,.,.,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,Erica Stevani,
V10,T1,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,447,447,Erica Stevani,
V10,T2,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5000,5000,Erica Stevani,
V10,T2,2008-10-11,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,12,Erica Stevani,
V10,T2,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,1,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,Erica Stevani,
V10,T2,2008-10-11,1,p0007,lyc.ten,Lycium ,tenuispinosum  ,9,1,15,5,1,4,1,15,1,12,.,.,.,.,.,.,55,Erica Stevani,
V10,T2,2008-10-11,1,p0006,men.dec,Menodora ,decemfida ,2,1,6,.,.,.,.,.,.,.,.,.,.,.,.,.,7,Erica Stevani,
V10,T2,2008-10-11,1,p0069,sen.gil,.,.,1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,Erica Stevani,
V10,T2,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,935,935,Erica Stevani,
V14,79,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,100,20,.,.,.,.,.,.,.,.,.,.,.,.,.,120,Sebastián Martín,
V14,79,2008-10-11,1,p0045,lar.cun,Larrea,cuneifolia,8,5,8,2,80,81,3,3,.,.,.,.,.,.,.,.,208,Sebastián Martín,
V14,81,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,40,3,.,.,.,.,.,.,.,.,.,.,.,.,.,43,Sebastián Martín,
V14,81,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,5,21,28,50,10,7,.,.,.,.,.,.,.,.,.,.,116,Sebastián Martín,
V14,81,2008-10-11,1,p0006,men.dec,Menodora ,decemfida ,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,Sebastián Martín,
V14,81,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,97,Sebastián Martín,
V14,82,2008-10-11,1,p0019,aca.ser,Acantholippia ,seriphioides ,2,100,30,.,.,.,.,.,.,.,.,.,.,.,.,.,130,Sebastián Martín,
V14,82,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,1,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,Sebastián Martín,
V14,82,2008-10-11,1,p0045,lar.cun,Larrea,cuneifolia,3,5,3,12,.,.,.,.,.,.,.,.,.,.,.,.,20,Anahí Miner,
V14,82,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,Anahí Miner,
V14,82,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,60,Sebastián Martín,
V14,84,2008-10-11,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,Anahí Miner,
V14,T1,2008-10-11,1,p0002,jun.asp,Junellia ,aspera ,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,Erica Stevani,
V14,T1,2008-10-11,1,p0045,lar.cun,Larrea,cuneifolia,1,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,Erica Stevani,
V14,T1,2008-10-11,1,p0069,sen.gil,.,.,2,1,10,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Erica Stevani,
V14,T1,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,85,Erica Stevani,
V14,T1,2008-10-11,1,p0043,tri.can,Trichocereus,candicans,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Erica Stevani,
V14,T2,2008-10-11,1,p0045,lar.cun,Larrea,cuneifolia,1,120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,120,Erica Stevani,
V14,T2,2008-10-11,1,p0069,sen.gil,.,.,1,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,Erica Stevani,
V14,T2,2008-10-11,1,p0025,thy.pen,Thymophylla,pentachaeta var. belenidium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,58,Erica Stevani,
V6,31,2008-10-11,1,p0059,des.sp1,.,.,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Anahí Miner,
V6,31,2008-10-11,1,p0057,ero.cic,Erodium ,cicatarium,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,22,Anahí Miner,
V6,31,2008-10-11,1,p0035,lar.nit,Larrea,nitida,5,120,10,20,10,500,.,.,.,.,.,.,.,.,.,.,660,Anahí Miner,
