Genero.especie,Nombre_aceptado_GBIF,Nombre_aceptado_rWCVP,Nombre_aceptado_WFO,Comparacion_tres_fuentes,Detalle_comparacion
Aspidonepsis.diploglossa,Aspidonepsis diploglossa,Aspidonepsis diploglossa,Aspidonepsis diploglossa,Coinciden,Coinciden las tres fuentes
Aster.ageratoides,Aster ageratoides,Aster ageratoides,Aster ageratoides,Coinciden,Coinciden las tres fuentes
Aster.foliaceus,Symphyotrichum foliaceum,Symphyotrichum foliaceum,Symphyotrichum foliaceum,Coinciden,Coinciden las tres fuentes
Aster.glehni,Kitamuria glehnii,Aster glehnii,Aster glehnii,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Aster.paniculatus,Aster paniculatus,,Aster paniculatus,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Aster.scaber,Aster scaber,,Aster scaber,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Aster.novaeangliae,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae,Coinciden,Coinciden las tres fuentes
Aster.ericoides.villosus,Symphyotrichum pilosum,Symphyotrichum pilosum var. pilosum,Symphyotrichum pilosum,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Aster.multiflorus,Aster multiflorus,,,Revisar,Falta resultado en una o más fuentes
Aster.sagittifolius,,,Symphyotrichum undulatum,Revisar,Falta resultado en una o más fuentes
Aster.salicifolius,Aster salicifolius,,Aster salicifolius,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Aster.ageratoides.ovatus,Aster microcephalus var. ovatus,Aster microcephalus var. ovatus,Aster ageratoides,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Aster.ageratoides.amplexifolius,Aster satsumensis,Aster ageratoides var. ageratoides,Aster ageratoides,Revisar,Los tres nombres aceptados son diferentes
Aster.turbinellus,Symphyotrichum turbinellum,Symphyotrichum turbinellum,Symphyotrichum turbinellum,Coinciden,Coinciden las tres fuentes
Aster.anomalus,Symphyotrichum anomalum,Symphyotrichum anomalum,Symphyotrichum anomalum,Coinciden,Coinciden las tres fuentes
Aster.lateriflorus,Symphyotrichum lateriflorum,Symphyotrichum lateriflorum,Symphyotrichum lateriflorum,Coinciden,Coinciden las tres fuentes
Aster.subulatus,,,Aster subulatus,Revisar,Falta resultado en una o más fuentes
Aster.asa-grayi,Heteropappus ciliosus,Aster asagrayi,Aster asa-grayi,Revisar,Los tres nombres aceptados son diferentes
Asteranthera.ovata,Asteranthera ovata,Asteranthera ovata,Asteranthera ovata,Coinciden,Coinciden las tres fuentes
Asteriscium.aemocarpon,Asteriscium aemocarpon,Asteriscium aemocarpon,Asteriscium aemocarpon,Coinciden,Coinciden las tres fuentes
Astilbe.thunbergii,Astilbe thunbergii,Astilbe thunbergii,Astilbe thunbergii,Coinciden,Coinciden las tres fuentes
Astragalus.canadensis,Astragalus canadensis,Astragalus canadensis,Astragalus canadensis,Coinciden,Coinciden las tres fuentes
Astragalus.nivicola,Astragalus nivicola,Astragalus nivicola,Astragalus nivicola,Coinciden,Coinciden las tres fuentes
Astragalus.sinicus,Astragalus sinicus,Astragalus sinicus,Astragalus sinicus,Coinciden,Coinciden las tres fuentes
Astragalus.drummondi,Astragalus drummondii,Astragalus drummondii,Astragalus drummondii,Coinciden,Coinciden las tres fuentes
Astragalus.mexicanus,,,Astragalus crassicarpus var. berlandieri,Revisar,Falta resultado en una o más fuentes
Astragalus.monspessulanus,Astragalus monspessulanus,Astragalus monspessulanus,Astragalus monspessulanus,Coinciden,Coinciden las tres fuentes
Astragalus.cruckshanksii,Astragalus cruckshanksii,Astragalus cruckshanksii,Astragalus cruckshanksii,Coinciden,Coinciden las tres fuentes
Astragalus.sp,,Astragalus asper,,Revisar,Falta resultado en una o más fuentes
Astragalus.alpinus,Astragalus alpinus,,Astragalus alpinus,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Astragalus.curvicaulis,Astragalus curvicaulis,Astragalus curvicaulis,Astragalus curvicaulis,Coinciden,Coinciden las tres fuentes
Aucuba.japonica,Aucuba japonica,Aucuba japonica,Aucuba japonica,Coinciden,Coinciden las tres fuentes
Avicennia.germinans,Avicennia germinans,Avicennia germinans,Avicennia germinans,Coinciden,Coinciden las tres fuentes
Azorella.madreporica,Azorella madreporica,Azorella madreporica,Azorella madreporica,Coinciden,Coinciden las tres fuentes
Azorella.monantha,Azorella monantha,Azorella monantha,Azorella monantha,Coinciden,Coinciden las tres fuentes
Azorina.vidalii,Campanula vidalii,Campanula vidalii,Azorina vidalii,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Baccharis.articulata,Baccharis articulata,Baccharis articulata,Baccharis articulata,Coinciden,Coinciden las tres fuentes
Baccharis.tandilensis,Baccharis dracunculifolia subsp. tandilensis,Baccharis dracunculifolia subsp. tandilensis,Baccharis dracunculifolia,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Baccharis.coridifolia,Baccharis coridifolia,Baccharis coridifolia,Baccharis coridifolia,Coinciden,Coinciden las tres fuentes
Baccharis.pingraea,,Baccharis glutinosa var. glutinosa,Baccharis glutinosa,Revisar,Falta resultado en una o más fuentes
Baccharis.trimera,Baccharis trimera,Baccharis trimera,Baccharis genistelloides subsp. crispa,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Bacopa.monniera,Bacopa monniera,Bacopa monnieri,Bacopa monnieri,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Badula.platiphylla,Badula platyphylla,,Badula platyphylla,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Badula.insularis,Badula insularis,Badula insularis,Badula insularis,Coinciden,Coinciden las tres fuentes
Baeckia.gunniana,,Baeckea gunniana,Baeckea gunniana,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Bakerella.hoyifolia,Bakerella hoyifolia,Bakerella hoyifolia,Bakerella hoyifolia,Coinciden,Coinciden las tres fuentes
Ballota.acetabulosa,Pseudodictamnus acetabulosus,Pseudodictamnus acetabulosus,Pseudodictamnus acetabulosus,Coinciden,Coinciden las tres fuentes
Banisteriopsis.muricata,Banisteriopsis muricata,Banisteriopsis muricata,Banisteriopsis muricata,Coinciden,Coinciden las tres fuentes
Banisteriopsis.schizoptera,Banisteriopsis schizoptera,Banisteriopsis schizoptera,Banisteriopsis schizoptera,Coinciden,Coinciden las tres fuentes
Banisteriopsis.stellaris,Banisteriopsis stellaris,Banisteriopsis stellaris,Banisteriopsis stellaris,Coinciden,Coinciden las tres fuentes
Baptisia.bracteata,Baptisia bracteata,Baptisia bracteata,Baptisia bracteata,Coinciden,Coinciden las tres fuentes
Baptisia.leucantha,Baptisia alba var. macrophylla,Baptisia lactea var. lactea,Baptisia lactea var. lactea,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Barneoudia.chilensis,Knowltonia chilensis,Knowltonia chilensis,Knowltonia chilensis,Coinciden,Coinciden las tres fuentes
Barneoudia.major,Knowltonia major,Knowltonia major,Knowltonia major,Coinciden,Coinciden las tres fuentes
Barringtonia.racemosa,Barringtonia racemosa,Barringtonia racemosa,Barringtonia racemosa,Coinciden,Coinciden las tres fuentes
Bartsia.alpina,Bartsia alpina,Bartsia alpina,Bartsia alpina,Coinciden,Coinciden las tres fuentes
Bastardia.viscosa,Abutilon viscosum,Abutilon viscosum,Abutilon viscosum,Coinciden,Coinciden las tres fuentes
Bauhinia.divaricata,Bauhinia divaricata,,Bauhinia divaricata,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Bauhinia.japonica,Phanera japonica,Phanera japonica,Phanera japonica,Coinciden,Coinciden las tres fuentes
Bauhinia.japonica,Phanera japonica,Phanera japonica,Phanera japonica,Coinciden,Coinciden las tres fuentes
Befaria.glauca,Bejaria aestuans,Oenanthe benghalensis,Bejaria aestuans,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Belamcanda.chinensis,Iris domestica,Iris domestica,Iris domestica,Coinciden,Coinciden las tres fuentes
Bellardia.trixago,Bellardia trixago,Bellardia trixago,Bellardia trixago,Coinciden,Coinciden las tres fuentes
Bellis.annua,Bellis annua,Bellis annua,Bellis annua,Coinciden,Coinciden las tres fuentes
Benthamida.kousa,,Cornus kousa,Cornus kousa,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Berberis.darwinii,Berberis darwinii,Berberis darwinii,Berberis darwinii,Coinciden,Coinciden las tres fuentes
Berberis.thunbergii,Berberis thunbergii,Berberis thunbergii,Berberis thunbergii,Coinciden,Coinciden las tres fuentes
Berberis.empetrifolia,Berberis empetrifolia,Berberis empetrifolia,Berberis empetrifolia,Coinciden,Coinciden las tres fuentes
Berberis.montana,Berberis montana,Berberis montana,Berberis montana,Coinciden,Coinciden las tres fuentes
Berberis.buxifolia,Berberis microphylla,Berberis microphylla,Berberis microphylla,Coinciden,Coinciden las tres fuentes
Bertiera.zaluzania.,Bertiera zaluzania,Bertiera zaluzania,Bertiera zaluzania,Coinciden,Coinciden las tres fuentes
Bertiera.zaluzania,Bertiera zaluzania,Bertiera zaluzania,Bertiera zaluzania,Coinciden,Coinciden las tres fuentes
Besella.rubra,,Basella alba,Basella alba,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Besmoscelis.villosa,,Desmoscelis villosa,Desmoscelis villosa,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Beta.vulgaris,Beta vulgaris,Beta vulgaris,Beta vulgaris,Coinciden,Coinciden las tres fuentes
Beta.maritima,Beta maritima,Beta vulgaris subsp. vulgaris,Beta vulgaris,Revisar,Los tres nombres aceptados son diferentes
Bidens.pilosa,Bidens pilosa,Bidens pilosa,Bidens pilosa,Coinciden,Coinciden las tres fuentes
Bidens.aristosa,Bidens aristosa,Bidens aristosa,Bidens aristosa,Coinciden,Coinciden las tres fuentes
Bidens.laevis,Bidens laevis,Bidens laevis,Bidens laevis,Coinciden,Coinciden las tres fuentes
Bidens.frondosa,Bidens frondosa,,Bidens frondosa,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Bidens.connata,Bidens connata,Bidens connata,Bidens connata,Coinciden,Coinciden las tres fuentes
Bidens.bipinnata,Bidens bipinnata,,Bidens bipinnata,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Billbergia.amoena,Billbergia amoena,Billbergia amoena,Billbergia amoena,Coinciden,Coinciden las tres fuentes
Biscutella.didyma,Biscutella didyma,Biscutella didyma,Biscutella didyma,Coinciden,Coinciden las tres fuentes
Bistorta.tenuicaulis,Bistorta tenuicaulis,Bistorta tenuicaulis,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Bituminaria.bituminosa,Bituminaria bituminosa,Bituminaria bituminosa,Bituminaria bituminosa,Coinciden,Coinciden las tres fuentes
Blakea.trinervia,Blakea trinervia,,Blakea trinervia,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Blastus.cochinchinensis,Blastus cochinchinensis,Blastus cochinchinensis,Blastus cochinchinensis,Coinciden,Coinciden las tres fuentes
Blechum.pyramidatum,Ruellia blechum,Ruellia blechum,Ruellia blechum,Coinciden,Coinciden las tres fuentes
Blephilia.hirsuta,Blephilia hirsuta,Blephilia hirsuta,Blephilia hirsuta,Coinciden,Coinciden las tres fuentes
Blephilia.ciliata,Blephilia ciliata,Blephilia ciliata,Blephilia ciliata,Coinciden,Coinciden las tres fuentes
Blumenbachia.insignis,Blumenbachia insignis,Blumenbachia insignis,Blumenbachia insignis,Coinciden,Coinciden las tres fuentes
Boltonia.asteroides,Boltonia asteroides,,Boltonia asteroides,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Bonnetia.sessilis,Bonnetia sessilis,Bonnetia sessilis,Bonnetia sessilis,Coinciden,Coinciden las tres fuentes
Borreria.laevis,Spermacoce tenuior,Spermacoce tenuior,Spermacoce tenuior,Coinciden,Coinciden las tres fuentes
Borreria.capitata,Spermacoce capitata,Spermacoce capitata,Spermacoce capitata,Coinciden,Coinciden las tres fuentes
Bougainvillea.sp1.M.PL.026,,,,Revisar,Sin resultados en las tres fuentes
Bourreria.succulenta,Bourreria succulenta,Bourreria succulenta,Bourreria succulenta,Coinciden,Coinciden las tres fuentes
Bowlesia.tropaeolifolia,Bowlesia tropaeolifolia,Bowlesia tropaeolifolia,Bowlesia tropaeolifolia,Coinciden,Coinciden las tres fuentes
Brachycome.stolonifera,,Brachyscome stolonifera,Brachyscome stolonifera,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Brachycome.scapigera,,Brachyscome scapigera,Brachyscome scapigera,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Brachycome.scapiformis,,Brachyscome tenuiscapa var. tenuiscapa,Brachyscome scapiformis,Revisar,Falta resultado en una o más fuentes
Brachycome.sinlcairii,,Brachyscome sinclairii,Brachyscome sinclairii,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Brachycome.sp1.M.PL.019,,,,Revisar,Sin resultados en las tres fuentes
Brassica.campestris,Brassica campestris,Brassica rapa,Brassica rapa subsp. oleifera,Revisar,Los tres nombres aceptados son diferentes
Brassica.fruticulosa,Brassica fruticulosa,Brassica fruticulosa,Brassica fruticulosa,Coinciden,Coinciden las tres fuentes
Brauneria.purpurea,Echinacea purpurea,Echinacea purpurea,Echinacea purpurea,Coinciden,Coinciden las tres fuentes
Brauneria.pallida,Echinacea pallida,Echinacea pallida,Echinacea pallida,Coinciden,Coinciden las tres fuentes
Braya.sp1.M.PL.014,,,,Revisar,Sin resultados en las tres fuentes
Bredia.hirsuta,Bredia hirsuta,Bredia hirsuta,Bredia hirsuta,Coinciden,Coinciden las tres fuentes
Brocchinia.acuminata,Brocchinia acuminata,Brocchinia acuminata,Brocchinia acuminata,Coinciden,Coinciden las tres fuentes
Broughtonia.sanguinea,Broughtonia sanguinea,Broughtonia sanguinea,Broughtonia sanguinea,Coinciden,Coinciden las tres fuentes
Buddleia.davidii,,Buddleja davidii,Buddleja davidii,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Bunchosia.media,Bunchosia glandulosa,Bunchosia glandulosa,Bunchosia glandulosa,Coinciden,Coinciden las tres fuentes
Bursera.graveolens,Bursera graveolens,Bursera graveolens,Bursera graveolens,Coinciden,Coinciden las tres fuentes
Bursera.simaruba.,Bursera simaruba,Bursera simaruba,Bursera simaruba,Coinciden,Coinciden las tres fuentes
Byrsonia.coriacea,,Byrsonima crassifolia,Byrsonima crassifolia,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Byrsonima.spicata,Byrsonima spicata,,Byrsonima spicata,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Byrsonima.gardnerana,,Byrsonima gardneriana,Byrsonima gardneriana,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Byrsonima.sp1.M.PL.040,,,,Revisar,Sin resultados en las tres fuentes
Cacabus.miersii,Exodeconus miersii,Exodeconus miersii,Exodeconus miersii,Coinciden,Coinciden las tres fuentes
Cacalia.adenostyloides,Cacalia adenostyloides,Parasenecio adenostyloides,Parasenecio adenostyloides,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Cacalia.delphiniifolia,Japonicalia delphiniifolia,Japonicalia delphiniifolia,Parasenecio delphiniifolius,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Cacalia.atriplicifolia,Arnoglossum atriplicifolium,Arnoglossum atriplicifolium,Arnoglossum atriplicifolium,Coinciden,Coinciden las tres fuentes
Cacalia.reniformis,Cacalia reniformis,,,Revisar,Falta resultado en una o más fuentes
Cacalia.tuberosa,Cacalia tuberosa,,,Revisar,Falta resultado en una o más fuentes
Cacalia.hastata.farfaraefolia,Cacalia hastata subsp. farfaraefolia,Parasenecio hastatus var. hastatus,Parasenecio hastatus,Revisar,Los tres nombres aceptados son diferentes
Caesalpinia.pulcherrima,Caesalpinia pulcherrima,Caesalpinia pulcherrima,Caesalpinia pulcherrima,Coinciden,Coinciden las tres fuentes
Caiophora.coronata,Caiophora coronata,Caiophora coronata,Caiophora coronata,Coinciden,Coinciden las tres fuentes
Calamagrostis.arundinacea,Calamagrostis arundinacea,,Calamagrostis arundinacea,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Calandrinia.uspallatensis,Montiopsis potentilloides,Montiopsis potentilloides,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Calandrinia.affinis,Calandrinia affinis,Calandrinia affinis,Calandrinia affinis,Coinciden,Coinciden las tres fuentes
Calandrinia.picta,Cistanthe picta,Cistanthe picta,Cistanthe picta,Coinciden,Coinciden las tres fuentes
Calandrinia.dianthoides,Montiopsis cistiflora,Montiopsis cistiflora,Montiopsis cistiflora,Coinciden,Coinciden las tres fuentes
Calandrinia.occulta,Calandrinia compacta,Calandrinia compacta,Calandrinia compacta,Coinciden,Coinciden las tres fuentes
Calandrinia.sericea,,,,Revisar,Sin resultados en las tres fuentes
Calandrinia.caespitosa,Calandrinia caespitosa,Calandrinia caespitosa,Calandrinia caespitosa,Coinciden,Coinciden las tres fuentes
Calceolaria.sp,,,,Revisar,Sin resultados en las tres fuentes
Calceolaria.montana,Calceolaria corymbosa subsp. montana,Calceolaria mollissima,Calceolaria mollissima,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Calceolaria.biflora,Calceolaria biflora,,Calceolaria biflora,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Calceolaria.crenatiflora,Calceolaria crenatiflora,Calceolaria crenatiflora,Calceolaria crenatiflora,Coinciden,Coinciden las tres fuentes
Calceolaria.arachnoides,Calceolaria arachnoides,Calceolaria arachnoidea,Calceolaria arachnoides,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Caldcluvia.paniculata,Caldcluvia paniculata,Caldcluvia paniculata,Caldcluvia paniculata,Coinciden,Coinciden las tres fuentes
Calea.lucidivenia,Calea lucidivenia,Calea lucidivenia,Calea lucidivenia,Coinciden,Coinciden las tres fuentes
Calendula.arvensis,Calendula arvensis,Calendula arvensis,Calendula arvensis,Coinciden,Coinciden las tres fuentes
Calliandra.tergemina,Calliandra tergemina,Calliandra tergemina,Calliandra tergemina,Coinciden,Coinciden las tres fuentes
Callicarpa.japonica,Callicarpa japonica,Callicarpa japonica,Callicarpa japonica,Coinciden,Coinciden las tres fuentes
Calluna.vulgaris,Calluna vulgaris,Calluna vulgaris,Calluna vulgaris,Coinciden,Coinciden las tres fuentes
Calochortus.gunnisoni,Calochortus gunnisonii,Calochortus gunnisonii,Calochortus gunnisonii,Coinciden,Coinciden las tres fuentes
Calophyllum.eputamen,Calophyllum eputamen,Calophyllum eputamen,Calophyllum eputamen,Coinciden,Coinciden las tres fuentes
Calophyllum.eputamen.var.eputamen,Calophyllum eputamen var. eputamen,Calophyllum eputamen var. eputamen,Calophyllum eputamen var. eputamen,Coinciden,Coinciden las tres fuentes
Calopogon.pulchellus,Calopogon tuberosus var. tuberosus,Calopogon tuberosus var. tuberosus,Calopogon tuberosus var. tuberosus,Coinciden,Coinciden las tres fuentes
Caltha.palustris.,Caltha palustris,Caltha palustris,Caltha palustris,Coinciden,Coinciden las tres fuentes
Caltha.leptosepala,Caltha leptosepala,Caltha leptosepala,Caltha leptosepala,Coinciden,Coinciden las tres fuentes
Calystegia.japonica,Calystegia pubescens,Calystegia pubescens,Calystegia pubescens,Coinciden,Coinciden las tres fuentes
Calystegia.sepium,Calystegia sepium,Calystegia sepium,Calystegia sepium,Coinciden,Coinciden las tres fuentes
Camassia.esculenta,,,Camassia scilloides,Revisar,Falta resultado en una o más fuentes
Camellia.sasanqua,Camellia sasanqua,,Camellia sasanqua,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Camellia.japonica,Camellia japonica,Camellia japonica,Camellia japonica,Coinciden,Coinciden las tres fuentes
Campanula.punctata.,Campanula punctata,Campanula punctata,Campanula punctata,Coinciden,Coinciden las tres fuentes
Campanula.drabifolia,Campanula drabifolia,,Campanula drabifolia,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Campanula.rotundifolia,Campanula rotundifolia,Campanula rotundifolia,Campanula rotundifolia,Coinciden,Coinciden las tres fuentes
Campanula.americana,Campanula americana,Campanulastrum americanum,Campanula americana,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Campnosperma.seychellarum,Campnosperma seychellarum,Campnosperma seychellarum,Campnosperma seychellarum,Coinciden,Coinciden las tres fuentes
Campsis.radicans,Campsis radicans,Campsis radicans,Campsis radicans,Coinciden,Coinciden las tres fuentes
Campsis.grandiflora,Campsis grandiflora,Campsis grandiflora,Campsis grandiflora,Coinciden,Coinciden las tres fuentes
Canavalia.lineata,Canavalia lineata,Canavalia lineata,Canavalia lineata,Coinciden,Coinciden las tres fuentes
Canistrum.triangulare,Canistrum triangulare,Canistrum triangulare,Canistrum triangulare,Coinciden,Coinciden las tres fuentes
