site,year,date,codigo.p,no.esp.p,codigo.i,no.esp.i,obs.time,no.fl.obs,no.fl.visit,observer
V4,2010,2010-11-19,zuc.pun,p0003,api.mel,i0070,11:36,0,13,silvia
V4,2006,2006-11-13,zuc.pun,p0003,api.mel,i0070,12:48,1800,4,Beni
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:19,1300,1,silvia
V3,2006,2006-11-13,zuc.pun,p0003,hir.sp1,i0051,10:00,750,1,Erica
V1,2007,2007-11-08,zuc.pun,p0003,cop.ari,i0044,17:37,500,1,Nachu
V1,2011,2011-11-25,zuc.pun,p0003,cam.pun,i0128,12:34,200,1,silvia
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,10:35,100,2,enzo
V1,2009,2009-12-11,zuc.pun,p0003,meg.A,i0003,11:10:00,180,1,Rocio
V4,2011,2011-11-08,zuc.pun,p0003,pir.com,i0132,10:15,500,2,nachu
V4,2010,2010-12-10,zuc.pun,p0003,pse.sp,i0167,8:26,60,1,nachu
V1,2008,2008-11-21,zuc.pun,p0003,cen.bre,i0007,11:48:00,600,17,Nachu
V1,2010,2010-11-19,zuc.pun,p0003,api.mel,i0070,8:52,250,4,silvia
V1,2009,2009-11-11,zuc.pun,p0003,lei.abd,i0030,09:24:00,30,1,Belen
V1,2009,2009-11-30,zuc.pun,p0003,bombil9,i0183,12:26:00,640,2,Nachu
V1,2007,2007-11-08,zuc.pun,p0003,cop.ari,i0044,17:50,400,2,Nachu
V1,2010,2010-11-26,zuc.pun,p0003,mes.jen,i0011,10:39:00,300,3,Nachu
V4,2008,2008-11-07,zuc.pun,p0003,tac.sp10,i0191,10:41:00,700,2,Nachu
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,11:46,900,1,silvia
V1,2008,2008-12-05,zuc.pun,p0003,aug.sp,i0228,11:18:00,300,4,Nachu
V4,2008,2008-12-02,zuc.pun,p0003,ant.fri,i0012,13:13:00,300,1,Nachu
V4,2008,2008-10-31,zuc.pun,p0003,cop.ari,i0044,10:09:00,700,1,Nachu
V4,2011,2011-11-11,zuc.pun,p0003,cen.bre,i0007,11:40,1000,2,nachu
V1,2010,2010-11-26,zuc.pun,p0003,allo.sp1,i0111,11:52:00,2000,1,Nachu
V4,2009,2009-11-04,zuc.pun,p0003,allo.sp1,i0111,11:03:00,140,1,Nachu
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,10:23,60,10,Diego
V4,2011,2011-11-18,zuc.pun,p0003,cop.ari,i0044,11:46,900,1,silvia
V4,2011,2011-12-02,zuc.pun,p0003,cen.bre,i0007,10:08,30,3,nachu
V1,2009,2009-11-05,zuc.pun,p0003,dih.sp1,i0031,09:41:00,90,1,Belen
V4,2010,2010-11-26,zuc.pun,p0003,cop.ari,i0044,7:37:00,54,1,Nachu
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:04,80,1,enzo
V1,2006,2006-11-13,zuc.pun,p0003,api.mel,i0070,11:30,250,2,Jimena
V1,2008,2008-11-21,zuc.pun,p0003,coe.inc,i0154,10:19:00,500,1,Nachu
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:15,400,1,nachu
V1,2009,2009-12-02,zuc.pun,p0003,str.eur,i0131,11:55:00,150,1,Nachu
V1,2008,2008-12-05,zuc.pun,p0003,amm.sp1,i0126,11:18:00,300,3,Nachu
V4,2008,2008-11-18,zuc.pun,p0003,zet.sp1,i0037,11:58:00,300,2,Nachu
V1,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,10:01,400,5,nachu
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,10:09,50,10,Diego
V1,2009,2009-11-09,zuc.pun,p0003,NA,NA,13:17:00,40,0,Belen
V4,2006,2006-11-13,zuc.pun,p0003,NA,NA,10:01,100,0,Beni
V1,2007,2007-11-15,zuc.pun,p0003,cen.bre,i0007,11:51,50,6,Nachu
V1,2011,2011-11-18,zuc.pun,p0003,lepid11,i0215,13:43,300,1,diego
V1,2010,2010-12-03,zuc.pun,p0003,cop.sp2,i0052,9:48,50,1,silvia
V4,2011,2011-12-20,zuc.pun,p0003,NA,NA,12:31,300,0,silvia
V4,2010,2010-11-26,zuc.pun,p0003,api.mel,i0070,9:45:00,300,3,Nachu
V4,2011,2011-12-02,zuc.pun,p0003,coe.sp7,i0313,10:12,80,1,silvia
V4,2010,2010-11-19,zuc.pun,p0003,cop.ari,i0044,14:18,20,1,silvia
V4,2009,2009-11-04,zuc.pun,p0003,col.cog,i0169,10:06:00,700,1,Nachu
V4,2010,2010-12-17,zuc.pun,p0003,aug.sp,i0228,10:31,14,1,nachu
V4,2010,2010-12-10,zuc.pun,p0003,aug.sp,i0228,8:26,60,1,nachu
V4,2010,2010-12-10,zuc.pun,p0003,str.eur,i0131,8:26,60,1,nachu
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:19,1300,8,silvia
V1,2011,2011-11-01,zuc.pun,p0003,api.mel,i0070,12:41,30,2,enzo
V1,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,10:35,70,2,enzo
V1,2011,2011-11-08,zuc.pun,p0003,col.cog,i0169,11:22,500,1,nachu
V4,2011,2011-11-08,zuc.pun,p0003,str.eur,i0131,10:15,500,3,nachu
V4,2008,2008-11-18,zuc.pun,p0003,cop.ari,i0044,12:04:00,1200,2,Nachu
V1,2008,2008-11-21,zuc.pun,p0003,coe.jor,i0005,10:19:00,500,2,Nachu
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:19,1300,1,silvia
V1,2009,2009-11-18,zuc.pun,p0003,NA,NA,10:05:00,100,0,Rocio
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:19,1300,1,silvia
V4,2008,2008-10-31,zuc.pun,p0003,api.mel,i0070,10:20:00,1000,2,Nachu
V1,2010,2010-11-26,zuc.pun,p0003,cop.ari,i0044,11:52:00,2000,1,Nachu
V4,2011,2011-11-11,zuc.pun,p0003,bom.opi,i0002,09:33,200,1,enzo
V4,2007,2007-11-08,zuc.pun,p0003,api.mel,i0070,16:30,400,1,Nachu
V4,2006,2006-11-06,zuc.pun,p0003,api.mel,i0070,11:15,800,2,Nachu
V4,2007,2007-12-04,zuc.pun,p0003,dih.sp1,i0031,11:48,7,1,Erica
V1,2010,2010-12-03,zuc.pun,p0003,bombil8,i0085,9:48,50,1,silvia
V1,2011,2011-11-18,zuc.pun,p0003,dih.sp1,i0031,13:29,300,2,diego
V4,2011,2011-11-04,zuc.pun,p0003,api.mel,i0070,11:49,700,4,nachu
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,10:09,300,1,silvia
V4,2011,2011-11-04,zuc.pun,p0003,api.mel,i0070,11:49,700,4,nachu
V4,2011,2011-11-11,zuc.pun,p0003,api.mel,i0070,10:35,100,3,enzo
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,12:00,800,1,silvia
V4,2010,2010-11-26,zuc.pun,p0003,xyl.ord,i0001,9:45:00,300,10,Nachu
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,12:00,800,1,silvia
V1,2009,2009-12-02,zuc.pun,p0003,sphecid1,i0121,11:55:00,150,2,Nachu
V4,2009,2009-11-11,zuc.pun,p0003,NA,NA,13:05:00,300,0,Nachu
V1,2009,2009-11-09,zuc.pun,p0003,cal.sp1,i0214,12:25:00,60,1,Belen
V1,2010,2010-11-10,zuc.pun,p0003,api.mel,i0070,13:32,500,7,silvia
V1,2011,2011-11-08,zuc.pun,p0003,col.bre,i0019,11:22,500,2,nachu
V1,2008,2008-11-21,zuc.pun,p0003,cen.bre,i0007,10:19:00,500,3,Nachu
V4,2007,2007-11-15,zuc.pun,p0003,cen.bre,i0007,10:43,220,6,Nachu
V1,2011,2011-11-04,zuc.pun,p0003,col.bre,i0019,10:50,136,1,silvia
V1,2008,2008-11-21,zuc.pun,p0003,aug.sp,i0228,10:19:00,500,2,Nachu
V1,2011,2011-11-01,zuc.pun,p0003,NA,NA,11:36,200,2,nachu
V4,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,12:39,40,1,enzo
V1,2006,2006-11-20,zuc.pun,p0003,NA,NA,12:00,50,0,Erica
V4,2011,2011-11-01,zuc.pun,p0003,xyl.ord,i0001,08:40,50,13,enzo
V4,2011,2011-11-22,zuc.pun,p0003,bab.elo,i0075,11:10,300,1,silvia
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:04,80,2,enzo
V4,2010,2010-11-26,zuc.pun,p0003,api.mel,i0070,8:31:00,900,1,Nachu
V4,2008,2008-10-31,zuc.pun,p0003,api.mel,i0070,10:20:00,1000,1,Nachu
V1,2011,2011-11-04,zuc.pun,p0003,lon.rob,i0172,10:01,400,2,nachu
V1,2009,2009-11-25,zuc.pun,p0003,tac.sp10,i0191,12:09:00,1600,1,nachu
V1,2009,2009-11-05,zuc.pun,p0003,bombil8,i0085,12:06:00,160,1,Rocio
V1,2007,2007-11-20,zuc.pun,p0003,mes.jen,i0011,13:35,100,9,Nachu
V1,2009,2009-11-09,zuc.pun,p0003,xyl.ord,i0001,12:30:00,1000,6,Rocio
V1,2011,2011-11-04,zuc.pun,p0003,col.cog,i0169,10:00,300,1,silvia
V4,2009,2009-10-28,zuc.pun,p0003,col.cog,i0169,09:56:00,90,1,nachu
V1,2008,2008-11-11,zuc.pun,p0003,mes.jen,i0011,10:42:00,700,2,Nachu
V4,2008,2008-10-31,zuc.pun,p0003,api.mel,i0070,10:20:00,1000,2,Nachu
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,13:06,50,3,Diego
V3,2006,2006-11-13,zuc.pun,p0003,api.mel,i0070,13:43,200,13,Erica
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,11:49,50,7,Diego
V2,2006,2006-11-06,zuc.pun,p0003,NA,NA,12:58,75,0,Diego
V4,2011,2011-11-01,zuc.pun,p0003,aug.sp,i0228,10:16,500,2,nachu
V3,2006,2006-11-13,zuc.pun,p0003,zet.sp1,i0037,13:25,260,1,Erica
V1,2006,2006-11-20,zuc.pun,p0003,NA,NA,12:36,70,0,Erica
V1,2011,2011-11-01,zuc.pun,p0003,allo.sp1,i0111,11:23,300,1,nachu
V4,2011,2011-10-28,zuc.pun,p0003,zet.sp1,i0037,12:57,16,1,nachu
V4,2010,2010-12-10,zuc.pun,p0003,str.eur,i0131,8:26,60,1,nachu
V1,2011,2011-11-08,zuc.pun,p0003,cop.ari,i0044,11:22,500,2,nachu
V4,2006,2006-11-20,zuc.pun,p0003,cen.bre,i0007,11:33,50,1,Diego
V4,2011,2011-11-11,zuc.pun,p0003,cos.chi,i0077,09:45,300,3,silvia
V4,2011,2011-11-11,zuc.pun,p0003,NA,NA,10:19,700,0,nachu
V1,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,13:21,300,15,diego
V4,2010,2010-11-10,zuc.pun,p0003,cop.ari,i0044,8:04,300,4,silvia
V1,2007,2007-11-08,zuc.pun,p0003,cen.bre,i0007,15:34,200,2,Nachu
V4,2010,2010-11-10,zuc.pun,p0003,cop.ari,i0044,8:04,300,1,silvia
V1,2006,2006-11-13,zuc.pun,p0003,cen.bre,i0007,11:30,250,5,Jimena
V4,2009,2009-12-02,zuc.pun,p0003,xyl.ord,i0001,10:07:00,31,1,Nachu
V4,2008,2008-12-02,zuc.pun,p0003,zet.sp1,i0037,13:13:00,300,1,Nachu
V3,2006,2006-11-13,zuc.pun,p0003,api.mel,i0070,13:31,600,25,Erica
V4,2010,2010-12-10,zuc.pun,p0003,sva.zeb,i0110,8:26,60,3,nachu
V4,2011,2011-11-18,zuc.pun,p0003,col.ara,i0168,11:46,900,1,silvia
V1,2009,2009-11-25,zuc.pun,p0003,tac.sp10,i0191,12:09:00,1600,1,nachu
V1,2011,2011-11-18,zuc.pun,p0003,mes.jen,i0011,12:37,350,2,silvia
V4,2010,2010-12-10,zuc.pun,p0003,cop.ari,i0044,8:09,14,3,silvia
V1,2007,2007-11-20,zuc.pun,p0003,xyl.ord,i0001,13:49,330,9,Nachu
V1,2011,2011-11-01,zuc.pun,p0003,api.mel,i0070,12:41,30,4,enzo
V1,2010,2010-11-10,zuc.pun,p0003,api.mel,i0070,13:32,500,1,silvia
V1,2011,2011-11-01,zuc.pun,p0003,allo.sp1,i0111,11:23,300,1,nachu
V4,2008,2008-10-31,zuc.pun,p0003,bom.opi,i0002,09:54:00,50,2,Nachu
V4,2011,2011-11-11,zuc.pun,p0003,api.mel,i0070,10:09,300,2,silvia
V1,2010,2010-11-26,zuc.pun,p0003,cop.ari,i0044,11:52:00,2000,4,Nachu
V4,2006,2006-11-06,zuc.pun,p0003,api.mel,i0070,09:30,624,3,Nachu
V1,2010,2010-11-26,zuc.pun,p0003,allo.sp1,i0111,11:52:00,2000,1,Nachu
V1,2009,2009-11-05,zuc.pun,p0003,api.mel,i0070,09:12:00,100,2,Belen
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,11:46,900,1,silvia
V1,2011,2011-11-04,zuc.pun,p0003,allo.sp1,i0111,10:00,300,1,silvia
V1,2011,2011-11-04,zuc.pun,p0003,api.mel,i0070,11:08,40,2,enzo
V1,2008,2008-12-05,zuc.pun,p0003,cen.bre,i0007,11:18:00,300,1,Nachu
V1,2009,2009-11-11,zuc.pun,p0003,lei.abd,i0030,10:18:00,200,1,Nachu
V1,2010,2010-12-03,zuc.pun,p0003,cen.bre,i0007,11:53,59,1,silvia
V1,2007,2007-11-08,zuc.pun,p0003,api.mel,i0070,17:50,400,1,Nachu
V1,2009,2009-11-05,zuc.pun,p0003,meg.A,i0003,09:26:00,180,2,Belen
V4,2007,2007-11-02,zuc.pun,p0003,api.mel,i0070,10:51,60,9,Nachu
V4,2009,2009-10-28,zuc.pun,p0003,col.cog,i0169,09:56:00,90,5,nachu
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,12:00,800,1,silvia
V1,2011,2011-12-20,zuc.pun,p0003,aug.sp,i0228,08:11,121,5,silvia
V1,2010,2010-12-10,zuc.pun,p0003,NA,NA,12:29,7,1,nachu
V4,2008,2008-11-18,zuc.pun,p0003,col.cog,i0169,09:32:00,2000,1,Nachu
V4,2008,2008-11-18,zuc.pun,p0003,bom.opi,i0002,12:04:00,1200,4,Nachu
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,13:06,50,10,Diego
V1,2011,2011-11-04,zuc.pun,p0003,meg.cte,i0015,09:53,700,2,nachu
V3,2006,2006-11-13,zuc.pun,p0003,api.mel,i0070,13:31,30,14,Erica
V4,2011,2011-11-04,zuc.pun,p0003,api.mel,i0070,11:49,700,4,nachu
V4,2011,2011-11-11,zuc.pun,p0003,api.mel,i0070,09:15,400,9,nachu
V4,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,12:39,40,3,enzo
V1,2011,2011-11-04,zuc.pun,p0003,lon.cha,i0309,10:50,136,1,silvia
V2,2006,2006-11-13,zuc.pun,p0003,NA,NA,09:37,50,0,Diego
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,11:46,900,1,silvia
V1,2009,2009-11-05,zuc.pun,p0003,cen.bre,i0007,09:12:00,100,3,Belen
V4,2011,2011-11-04,zuc.pun,p0003,NA,NA,13:06,700,2,nachu
V4,2006,2006-11-20,zuc.pun,p0003,cen.bre,i0007,11:24,40,7,Diego
V1,2008,2008-11-21,zuc.pun,p0003,aug.sp,i0228,10:19:00,500,2,Nachu
V4,2006,2006-11-06,zuc.pun,p0003,api.mel,i0070,14:25,900,20,Nachu
V1,2011,2011-11-29,zuc.pun,p0003,wil.cha,i0096,10:37,250,6,silvia
V4,2007,2007-11-08,zuc.pun,p0003,api.mel,i0070,16:30,400,3,Nachu
V4,2009,2009-11-04,zuc.pun,p0003,meg.C,i0140,10:33:00,15,1,belen
V1,2010,2010-11-19,zuc.pun,p0003,cen.bre,i0007,8:52,250,2,silvia
V1,2009,2009-11-09,zuc.pun,p0003,bom.opi,i0002,12:30:00,1000,15,Rocio
V1,2011,2011-11-04,zuc.pun,p0003,NA,NA,09:53,700,1,nachu
V1,2009,2009-11-23,zuc.pun,p0003,aug.sp,i0228,11:24:00,30,2,rocio
V1,2011,2011-11-01,zuc.pun,p0003,NA,NA,11:36,200,2,nachu
V1,2009,2009-12-11,zuc.pun,p0003,hypa.sp1,i0127,11:10:00,180,1,Rocio
V4,2010,2010-12-10,zuc.pun,p0003,dih.sp1,i0031,8:55,30,1,nachu
V1,2009,2009-10-28,zuc.pun,p0003,aud.sp,i0178,13:33:00,11,2,rocio
V4,2011,2011-11-01,zuc.pun,p0003,bom.opi,i0002,10:16,500,2,nachu
V1,2011,2011-11-01,zuc.pun,p0003,dia.pat,i0164,11:23,300,3,nachu
V1,2011,2011-11-04,zuc.pun,p0003,bom.opi,i0002,10:50,136,2,silvia
V1,2009,2009-12-11,zuc.pun,p0003,aug.sp,i0228,11:05:00,180,4,Rocio
V4,2011,2011-11-08,zuc.pun,p0003,cop.ari,i0044,10:15,500,2,nachu
V1,2009,2009-11-18,zuc.pun,p0003,dor.sp1,i0272,10:16:00,420,1,Rocio
V4,2009,2009-10-28,zuc.pun,p0003,col.cog,i0169,09:56:00,90,2,nachu
V4,2011,2011-11-11,zuc.pun,p0003,cen.bre,i0007,11:40,1000,1,nachu
V4,2010,2010-11-05,zuc.pun,p0003,NA,NA,12:20,100,0,silvia
V1,2009,2009-11-25,zuc.pun,p0003,tac.sp10,i0191,12:09:00,1600,1,nachu
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,11:46,900,1,silvia
V4,2011,2011-11-22,zuc.pun,p0003,api.mel,i0070,11:10,400,1,silvia
V1,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,10:01,400,5,nachu
V4,2010,2010-11-26,zuc.pun,p0003,cen.bre,i0007,8:31:00,900,3,Nachu
V4,2011,2011-11-22,zuc.pun,p0003,api.mel,i0070,11:10,400,1,silvia
V1,2011,2011-11-22,zuc.pun,p0003,aug.sp,i0228,12:57,400,1,silvia
V4,2011,2011-11-08,zuc.pun,p0003,api.mel,i0070,10:15,500,5,nachu
V4,2008,2008-11-18,zuc.pun,p0003,api.mel,i0070,11:58:00,300,1,Nachu
V1,2010,2010-11-19,zuc.pun,p0003,cop.ari,i0044,8:32,140,2,silvia
V1,2011,2011-12-02,zuc.pun,p0003,col.cog,i0169,13:15,250,1,silvia
V4,2011,2011-11-22,zuc.pun,p0003,col.bre,i0019,11:10,400,1,silvia
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,10:32,80,5,Diego
V4,2011,2011-11-08,zuc.pun,p0003,api.mel,i0070,10:15,500,5,nachu
V1,2007,2007-11-20,zuc.pun,p0003,api.mel,i0070,14:28,200,1,Nachu
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,10:32,80,5,Diego
V1,2011,2011-11-18,zuc.pun,p0003,cop.ari,i0044,13:36,300,5,diego
V1,2008,2008-11-21,zuc.pun,p0003,col.cog,i0169,11:48:00,600,1,Nachu
V1,2009,2009-10-28,zuc.pun,p0003,aud.sp,i0178,11:29:00,10,6,nachu
V4,2009,2009-10-28,zuc.pun,p0003,dih.sp1,i0031,09:56:00,90,1,nachu
V4,2010,2010-12-17,zuc.pun,p0003,zet.sp1,i0037,10:31,14,1,nachu
V4,2011,2011-11-11,zuc.pun,p0003,zet.sp1,i0037,09:45,300,2,silvia
V4,2011,2011-11-08,zuc.pun,p0003,api.mel,i0070,10:15,500,13,nachu
V4,2011,2011-11-11,zuc.pun,p0003,cen.bre,i0007,11:40,1000,2,nachu
V4,2010,2010-11-19,zuc.pun,p0003,cop.ari,i0044,14:12,60,1,silvia
V4,2010,2010-11-19,zuc.pun,p0003,cop.ari,i0044,14:12,60,6,silvia
V4,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,12:39,40,4,enzo
V4,2007,2007-12-11,zuc.pun,p0003,amm.sp1,i0126,11:18,14,2,Erica
V1,2011,2011-11-29,zuc.pun,p0003,aug.sp,i0228,10:28,130,1,silvia
V1,2011,2011-11-01,zuc.pun,p0003,allo.sp1,i0111,11:23,300,1,nachu
V1,2010,2010-11-05,zuc.pun,p0003,cen.bre,i0007,9:30,57,7,silvia
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,11:46,900,1,silvia
V1,2008,2008-11-21,zuc.pun,p0003,cen.bre,i0007,11:48:00,600,13,Nachu
V1,2011,2011-11-22,zuc.pun,p0003,cen.bre,i0007,13:38,250,3,silvia
V1,2008,2008-12-05,zuc.pun,p0003,mes.jen,i0011,10:38:00,68,2,Nachu
V4,2008,2008-11-18,zuc.pun,p0003,bom.opi,i0002,09:32:00,2000,2,Nachu
V1,2011,2011-11-04,zuc.pun,p0003,NA,NA,11:08,40,2,enzo
V4,2011,2011-11-08,zuc.pun,p0003,api.mel,i0070,10:15,500,13,nachu
V1,2011,2011-11-01,zuc.pun,p0003,api.mel,i0070,12:41,30,2,enzo
V1,2008,2008-12-05,zuc.pun,p0003,cen.bre,i0007,11:18:00,300,2,Nachu
V4,2010,2010-11-19,zuc.pun,p0003,api.mel,i0070,14:03,46,2,silvia
V1,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,10:35,70,1,enzo
V1,2009,2009-11-05,zuc.pun,p0003,col.cog,i0169,11:02:00,250,4,Rocio
V1,2011,2011-11-04,zuc.pun,p0003,allo.sp1,i0111,10:00,300,1,silvia
V4,2009,2009-10-28,zuc.pun,p0003,col.cog,i0169,09:56:00,90,3,nachu
V4,2009,2009-11-30,zuc.pun,p0003,sva.zeb,i0110,10:51:00,150,2,Nachu
V1,2010,2010-11-19,zuc.pun,p0003,api.mel,i0070,10:22,300,4,silvia
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,09:15,400,2,nachu
V4,2011,2011-11-04,zuc.pun,p0003,NA,NA,11:49,700,2,nachu
V1,2009,2009-11-05,zuc.pun,p0003,xyl.spl,i0094,12:06:00,160,3,Rocio
V4,2009,2009-11-11,zuc.pun,p0003,cen.bre,i0007,12:18:00,640,4,Nachu
V1,2007,2007-11-08,zuc.pun,p0003,api.mel,i0070,17:37,500,2,Nachu
V4,2010,2010-11-10,zuc.pun,p0003,cop.ari,i0044,8:04,300,4,silvia
V4,2011,2011-11-08,zuc.pun,p0003,cen.bre,i0007,09:26,400,1,nachu
V4,2011,2011-11-11,zuc.pun,p0003,cop.ari,i0044,10:35,100,3,enzo
V4,2011,2011-11-04,zuc.pun,p0003,api.mel,i0070,11:49,700,4,nachu
V4,2009,2009-11-04,zuc.pun,p0003,dih.sp1,i0031,11:03:00,140,1,Nachu
V1,2011,2011-11-04,zuc.pun,p0003,meg.A,i0003,09:53,700,2,nachu
V4,2011,2011-11-08,zuc.pun,p0003,api.mel,i0070,09:26,400,4,nachu
V1,2009,2009-12-11,zuc.pun,p0003,aug.sp,i0228,11:05:00,180,5,Rocio
V4,2011,2011-12-02,zuc.pun,p0003,dih.sp1,i0031,10:31,150,2,silvia
V1,2010,2010-11-26,zuc.pun,p0003,cen.bre,i0007,11:52:00,2000,1,Nachu
V4,2008,2008-10-31,zuc.pun,p0003,api.mel,i0070,11:12:00,300,2,Nachu
V4,2011,2011-11-08,zuc.pun,p0003,bombil9,i0183,10:15,500,3,nachu
V1,2007,2007-11-08,zuc.pun,p0003,api.mel,i0070,17:50,400,3,Nachu
V4,2008,2008-11-18,zuc.pun,p0003,cop.ari,i0044,09:32:00,2000,6,Nachu
V1,2009,2009-11-11,zuc.pun,p0003,lei.abd,i0030,10:18:00,200,1,Nachu
V4,2009,2009-11-30,zuc.pun,p0003,NA,NA,10:02:00,300,0,Nachu
V4,2011,2011-11-08,zuc.pun,p0003,thy.sp1,i0034,09:26,400,1,nachu
V1,2011,2011-11-04,zuc.pun,p0003,pse.sp,i0167,09:53,700,1,nachu
V1,2009,2009-11-11,zuc.pun,p0003,lei.abd,i0030,10:18:00,200,1,Nachu
V1,2008,2008-12-05,zuc.pun,p0003,NA,NA,10:52:00,4,0,Nachu
V1,2009,2009-11-11,zuc.pun,p0003,lei.abd,i0030,09:24:00,30,1,Belen
V1,2011,2011-11-04,zuc.pun,p0003,lei.abd,i0030,10:00,300,1,silvia
V4,2011,2011-11-22,zuc.pun,p0003,cos.chi,i0077,11:10,300,1,silvia
V1,2011,2011-11-04,zuc.pun,p0003,col.cog,i0169,09:35,110,1,silvia
V4,2011,2011-11-08,zuc.pun,p0003,zet.sp1,i0037,09:26,400,3,nachu
V1,2008,2008-11-21,zuc.pun,p0003,col.cog,i0169,10:19:00,500,2,Nachu
V3,2006,2006-11-13,zuc.pun,p0003,bom.opi,i0002,13:49,360,6,Erica
V1,2011,2011-11-04,zuc.pun,p0003,lon.rob,i0172,10:01,400,2,nachu
V1,2010,2010-12-03,zuc.pun,p0003,NA,NA,9:48,50,1,silvia
V1,2009,2009-11-25,zuc.pun,p0003,zet.sp1,i0037,12:54:00,50,3,Belen
V4,2006,2006-11-20,zuc.pun,p0003,api.mel,i0070,10:09,50,7,Diego
V4,2010,2010-12-10,zuc.pun,p0003,dih.sp1,i0031,8:55,30,3,nachu
V1,2009,2009-11-05,zuc.pun,p0003,lei.abd,i0030,11:02:00,250,1,Rocio
V4,2011,2011-11-08,zuc.pun,p0003,aug.sp,i0228,09:38,50,2,enzo
V1,2010,2010-11-19,zuc.pun,p0003,api.mel,i0070,8:52,250,3,silvia
V1,2010,2010-12-10,zuc.pun,p0003,NA,NA,12:29,7,1,nachu
V1,2011,2011-11-04,zuc.pun,p0003,aug.sp,i0228,10:35,70,4,enzo
V1,2010,2010-12-10,zuc.pun,p0003,NA,NA,12:29,7,1,nachu
V4,2010,2010-12-10,zuc.pun,p0003,bombil8,i0085,8:26,60,1,nachu
V4,2010,2010-12-10,zuc.pun,p0003,cop.ari,i0044,8:35,200,1,nachu
V4,2009,2009-11-25,zuc.pun,p0003,col.cog,i0169,11:25:00,640,3,nachu
V1,2010,2010-12-10,zuc.pun,p0003,mes.jen,i0011,12:29,7,2,nachu
V1,2009,2009-11-25,zuc.pun,p0003,NA,NA,13:47:00,128,0,nachu
V1,2009,2009-11-30,zuc.pun,p0003,NA,NA,12:37:00,45,0,Rocio
V1,2011,2011-11-29,zuc.pun,p0003,sphecid1,i0121,10:37,250,1,silvia
V4,2008,2008-11-18,zuc.pun,p0003,zet.sp1,i0037,12:04:00,1200,3,Nachu
V4,2010,2010-11-26,zuc.pun,p0003,cop.ari,i0044,8:31:00,900,1,Nachu
V4,2010,2010-12-10,zuc.pun,p0003,dih.sp1,i0031,8:26,60,1,nachu
V4,2011,2011-11-08,zuc.pun,p0003,api.mel,i0070,10:15,500,13,nachu
V4,2008,2008-11-07,zuc.pun,p0003,tri.lat,i0098,08:42:00,190,3,Nachu
V4,2011,2011-11-04,zuc.pun,p0003,NA,NA,13:06,700,2,nachu
V1,2010,2010-11-26,zuc.pun,p0003,cen.bre,i0007,10:39:00,300,3,Nachu
V1,2009,2009-11-25,zuc.pun,p0003,cen.bre,i0007,12:36:00,2640,10,nachu
V4,2010,2010-11-26,zuc.pun,p0003,col.cog,i0169,7:37:00,54,1,Nachu
V4,2009,2009-11-18,zuc.pun,p0003,NA,NA,13:28:00,1000,0,Rocio
V4,2008,2008-10-31,zuc.pun,p0003,xyl.ord,i0001,10:09:00,700,3,Nachu
V4,2008,2008-11-18,zuc.pun,p0003,cop.ari,i0044,12:04:00,1200,1,Nachu
V4,2011,2011-10-28,zuc.pun,p0003,zet.sp1,i0037,12:57,16,3,nachu
V4,2011,2011-11-18,zuc.pun,p0003,api.mel,i0070,12:00,800,1,silvia
