"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado"
"Adelphocoris triannulatus","M_021","Adelphocoris.triannulatus","Lamiaceae","Isodon","Isodon trichocarpus",1,1,NA,NA,"Adelphocoris triannulatus"
"Adelphocoris triannulatus","M_021","Adelphocoris.triannulatus","Polygonaceae","Persicaria","Persicaria thunbergii",1,1,NA,NA,"Adelphocoris triannulatus"
"Adelphocoris triannulatus","M_057","Adelphocoris.triannulatus","Polygonaceae","Persicaria","Persicaria thunbergii",1,1,NA,NA,"Adelphocoris triannulatus"
"Adia cinerella","M_015","Adia.cinerella","Thymelaeaceae","Thymelaea","Thymelaea hirsuta",1,1,NA,NA,"Adia cinerella"
"Adia cinerella","M_015","Adia.cinerella",NA,NA,"Chamomilla recutita",1,1,NA,NA,"Adia cinerella"
"Adia cinerella","M_015","Adia.cinerella",NA,NA,"Scilla autumnalis",1,1,NA,NA,"Adia cinerella"
"Adia cinerella","M_047","Adia.cinerella","Salicaceae","Salix","Salix repens",1,1,NA,NA,"Adia cinerella"
"Adomerus biguttulus","M_055","Adomerus.biguttulus",NA,NA,"Eusteratis yatabeana",1,1,NA,NA,"Adomerus biguttulus"
"Adoxia cheesemani","M_027","Adoxia.cheesemani","Gentianaceae","Gentianella","Gentianella corymbifera",1,1,NA,NA,"Adoxia cheesemani"
"Adoxia cheesemani","M_027","Adoxia.cheesemani","Ranunculaceae","Ranunculus","Ranunculus lyallii",1,1,NA,NA,"Adoxia cheesemani"
"Adoxia cheesemani","M_029","Adoxia.cheesemani","Asteraceae","Celmisia","Celmisia laricifolia",1,1,NA,NA,"Adoxia cheesemani"
"Adoxia cheesemani","M_029","Adoxia.cheesemani","Asteraceae","Celmisia","Celmisia petiolata",1,1,NA,NA,"Adoxia cheesemani"
"Adoxia obscura","M_027","Adoxia.obscura",NA,NA,"Helichrysum bellidioides",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_028","Adoxia.obscura","Asteraceae","Celmisia","Celmisia spectabilis",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_029","Adoxia.obscura","Asteraceae","Celmisia","Celmisia discolor",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_029","Adoxia.obscura","Asteraceae","Celmisia","Celmisia lyallii",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_029","Adoxia.obscura","Asteraceae","Celmisia","Celmisia petiolata",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_029","Adoxia.obscura","Asteraceae","Celmisia","Celmisia spectabilis",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_029","Adoxia.obscura","Asteraceae","Leucogenes","Leucogenes grandiceps",1,1,NA,NA,"Adoxia obscura"
"Adoxia obscura","M_029","Adoxia.obscura",NA,NA,"Helichrysum bellidioides",1,1,NA,NA,"Adoxia obscura"
"Adscita statices","M_018","Adscita.statices","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices","Caryophyllaceae","Silene","Silene dioica",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices","Fabaceae","Melilotus","Melilotus albus",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices","Fabaceae","Vicia","Vicia sepium",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices","Geraniaceae","Geranium","Geranium robertianum",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices","Onagraceae","Epilobium","Epilobium montanum",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices","Scrophulariaceae","Verbascum","Verbascum thapsus",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_018","Adscita.statices",NA,NA,"Chamomilla recutita",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_038","Adscita.statices","Caryophyllaceae","Silene","Silene dioica",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_038","Adscita.statices","Fabaceae","Vicia","Vicia sepium",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_038","Adscita.statices","Geraniaceae","Geranium","Geranium robertianum",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_043","Adscita.statices","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_043","Adscita.statices","Caryophyllaceae","Silene","Silene dioica",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_043","Adscita.statices","Fabaceae","Melilotus","Melilotus albus",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_043","Adscita.statices","Onagraceae","Epilobium","Epilobium montanum",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_043","Adscita.statices","Scrophulariaceae","Verbascum","Verbascum thapsus",1,1,NA,NA,"Adscita statices"
"Adscita statices","M_043","Adscita.statices",NA,NA,"Chamomilla recutita",1,1,NA,NA,"Adscita statices"
"Aedes impiger","M_010","Aedes.impiger","Asteraceae","Erigeron","Erigeron compositus",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Asteraceae","Taraxacum","Taraxacum phymatocarpum",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Brassicaceae","Draba","Draba arctica",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Caryophyllaceae","Cerastium","Cerastium arcticum",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Caryophyllaceae","Silene","Silene acaulis",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Rosaceae","Dryas","Dryas octopetala",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Rosaceae","Potentilla","Potentilla rubricaulis",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger","Salicaceae","Salix","Salix arctica",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger",NA,NA,"Epilobium latifolium",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger",NA,NA,"Polygonum viviparum",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_010","Aedes.impiger",NA,NA,"Saxifraga nivalis",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_014","Aedes.impiger","Caryophyllaceae","Stellaria","Stellaria.sp1.M.PL.014",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_014","Aedes.impiger","Rosaceae","Dryas","Dryas.sp1.M.PL.014",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_014","Aedes.impiger","Rosaceae","Potentilla","Potentilla.sp1.M.PL.014",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_014","Aedes.impiger","Salicaceae","Salix","Salix.sp1.M.PL.014",1,1,NA,NA,"Aedes impiger"
"Aedes impiger","M_020","Aedes.impiger","Rosaceae","Dryas","Dryas integrifolia",1,1,NA,NA,"Aedes impiger"
"Aedes nigripes","M_010","Aedes.nigripes","Brassicaceae","Draba","Draba arctica",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Caryophyllaceae","Arenaria","Arenaria pseudofrigida",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Caryophyllaceae","Cerastium","Cerastium arcticum",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Caryophyllaceae","Silene","Silene acaulis",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Orobanchaceae","Pedicularis","Pedicularis hirsuta",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Papaveraceae","Oremecom","Oreomecon radicata subsp. radicata",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Rosaceae","Dryas","Dryas octopetala",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Rosaceae","Potentilla","Potentilla hyparctica",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Rosaceae","Potentilla","Potentilla rubricaulis",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Salicaceae","Salix","Salix arctica",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Saxifragaceae","Saxifraga","Saxifraga cernua",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes","Saxifragaceae","Saxifraga","Saxifraga oppositifolia",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes",NA,NA,"Epilobium latifolium",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes",NA,NA,"Melandrium triflorum",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_010","Aedes.nigripes",NA,NA,"Polygonum viviparum",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_014","Aedes.nigripes","Asteraceae","Arnica","Arnica.sp1.M.PL.014",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_014","Aedes.nigripes","Caryophyllaceae","Stellaria","Stellaria.sp1.M.PL.014",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_014","Aedes.nigripes","Rosaceae","Dryas","Dryas.sp1.M.PL.014",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_014","Aedes.nigripes","Rosaceae","Potentilla","Potentilla.sp1.M.PL.014",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_014","Aedes.nigripes","Salicaceae","Salix","Salix.sp1.M.PL.014",1,1,NA,NA,"Aedes nigripes"
"Aedes nigripes","M_020","Aedes.nigripes","Rosaceae","Dryas","Dryas integrifolia",1,1,NA,NA,"Aedes nigripes"
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Onagraceae","Epilobium","Epilobium.sp1.M.PL.014",1,1,NA,NA,"Aedes sp1 M PL 014"
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Rosaceae","Dryas","Dryas.sp1.M.PL.014",1,1,NA,NA,"Aedes sp1 M PL 014"
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Rosaceae","Potentilla","Potentilla.sp1.M.PL.014",1,1,NA,NA,"Aedes sp1 M PL 014"
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Salicaceae","Salix","Salix.sp1.M.PL.014",1,1,NA,NA,"Aedes sp1 M PL 014"
"Aedes sp1 M PL 020","M_020","Aedes.sp1.M.PL.020","Rosaceae","Dryas","Dryas integrifolia",1,1,NA,NA,"Aedes sp1 M PL 020"
"Aedes sp1 M PL 020","M_020","Aedes.sp1.M.PL.020",NA,NA,"Pedicularis arctica",1,1,NA,NA,"Aedes sp1 M PL 020"
"Aedes vexans","M_062","Aedes.vexans","Sapindaceae","Acer","Acer negundo",1,1,NA,NA,"Aedes vexans"
"Aethaloessa calidalis","M_044","Aethaloessa.calidalis","Orobanchaceae","Aeginetia","Aeginetia indica",1,1,NA,NA,"Aethaloessa calidalis"
"Aganais borbonica","M_060","Aganais.borbonica","Sapotaceae","Sideroxylon","Sideroxylon puberulum",1,1,NA,NA,"Aganais borbonica"
"Agapostemon coloradensis","M_005","Agapostemon.coloradensis","Brassicaceae","Stanleya","Stanleya pinnata var. pinnata",1,1,"Agapostemon coloradinus","www.catalogueoflife.org","Agapostemon coloradinus"
"Agapostemon coloradensis","M_005","Agapostemon.coloradensis","Asteraceae","Taraxacum","Taraxacum officinale",1,1,"Agapostemon coloradinus","www.catalogueoflife.org","Agapostemon coloradinus"
"Agapostemon sp1 M PL 005","M_005","Agapostemon.sp1.M.PL.005","Brassicaceae","Stanleya","Stanleya pinnata var. pinnata",1,1,NA,NA,"Agapostemon sp1 M PL 005"
"Agapostemon sp1 M PL 005","M_005","Agapostemon.sp1.M.PL.005","Rosaceae","Prunus","Prunus virginiana var. demissa",1,1,NA,NA,"Agapostemon sp1 M PL 005"
"Agapostemon sp1 M PL 040","M_040","Agapostemon.sp1.M.PL.040","Rubiaceae","Portlandia","Portlandia grandiflora",1,1,NA,NA,"Agapostemon sp1 M PL 040"
"Agapostemon sp1 M PL 040","M_040","Agapostemon.sp1.M.PL.040",NA,NA,"Unidentified sp15 M PL 040",1,1,NA,NA,"Agapostemon sp1 M PL 040"
"Agapostemon splendens","M_005","Agapostemon.splendens","Asteraceae","Taraxacum","Taraxacum officinale",1,1,NA,NA,"Agapostemon splendens"
"Agapostemon splendens","M_005","Agapostemon.splendens","Malvaceae","Sphaeralcea","Sphaeralcea coccinea",1,1,NA,NA,"Agapostemon splendens"
"Agapostemon splendens","M_005","Agapostemon.splendens","Rosaceae","Rosa","Rosa acicularis",1,1,NA,NA,"Agapostemon splendens"
"Agapostemon splendens","M_005","Agapostemon.splendens",NA,NA,"Pentstemon glaber",1,1,NA,NA,"Agapostemon splendens"
"Agapostemon splendens","M_062","Agapostemon.splendens","Commelinaceae","Tradescantia","Tradescantia virginiana",1,1,NA,NA,"Agapostemon splendens"
"Agapostemon texanus","M_062","Agapostemon.texanus","Alismataceae","Alisma","Alisma plantago-aquatica",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Amaranthaceae","Amaranthus","Amaranthus spinosus",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apiaceae","Anethum","Anethum graveolens",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apiaceae","Chaerophyllum","Chaerophyllum procumbens",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apiaceae","Cicuta","Cicuta maculata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apiaceae","Cryptotaenia","Cryptotaenia canadensis",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Apocynum","Apocynum androsaemifolium",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Apocynum","Apocynum cannabinum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Asclepias","Asclepias incarnata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Asclepias","Asclepias purpurascens",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Asclepias","Asclepias sullivantii",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Asclepias","Asclepias syriaca",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Asclepias","Asclepias tuberosa",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Apocynaceae","Asclepias","Asclepias verticillata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Araceae","Arisaema","Arisaema triphyllum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Aristolochiaceae","Isotrema","Isotrema tomentosum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asparagaceae","Asparagus","Asparagus officinalis",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asparagaceae","Camassia","Camassia scilloides",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Adenostyles","Adenostyles alpina",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Ambrosia","Ambrosia trifida",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Anacias","Anacis palmata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Anacias","Anacis tripteris",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Antennaria","Antennaria plantaginifolia",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Anthemis","Anthemis cotula",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Arctium","Arctium minus",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Arnoglossum","Arnoglossum atriplicifolium",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Bidens","Bidens aristosa",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Bidens","Bidens bipinnata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Bidens","Bidens connata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Bidens","Bidens frondosa",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Bidens","Bidens laevis",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Boltonia","Boltonia asteroides",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Cacalia","Arnoglossum plantagineum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Cirsium","Cirsium altissimum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Cirsium","Cirsium discolor",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Cirsium","Cirsium pumilum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Cirsium","Cirsium vulgare",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum anomalum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum boreale",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum ericoides ",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum var. lanceolatum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum lateriflorum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum pilosum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum turbinellum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Asteraceae","Symphyotrichum","Symphyotrichum undulatum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Berberidaceae","Caulophyllum","Caulophyllum thalictroides",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Boraginaceae","Cynoglossum","Cynoglossum officinale",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Brassicaceae","Arabis","Arabis laevigata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Brassicaceae","Arabis","Borodinia dentata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Brassicaceae","Capsella","Capsella bursa-pastoris",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Brassicaceae","Cardamine","Cardamine bulbosa",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Brassicaceae","Planodes","Planodes virginicum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Caryophyllaceae","Cerastium","Cerastium nutans",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Celastraceae","Celastrus","Celastrus scandens",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Comandraceae","Comandra","Comandra umbellata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Convolvulaceae","Convolvulus","Convolvulus sepium",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Convolvulaceae","Cuscuta","Cuscuta cephalanthi",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Cornaceae","Cornus","Cornus amomum",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Cornaceae","Cornus","Cornus florida",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Cornaceae","Cornus","Cornus oblonga",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Cucurbitaceae","Cucurbita","Cucurbita melopepo",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Cucurbitaceae","Cucurbita","Cucurbita pepo",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Amorpha","Amorpha canescens",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Amorpha","Amorpha fruticosa",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Apios","Apios americana",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Astragalus","Astragalus canadensis",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Astragalus","Astragalus neomexicanus",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Baptisia","Baptisia bracteata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Baptisia","Baptisia lactea var. lactea",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Cercis","Cercis canadensis",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Chamaecrista","Chamaecrista fasciculata",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Crotalaria","Crotalaria sagittalis",1,1,NA,NA,"Agapostemon texanus"
"Agapostemon texanus","M_062","Agapostemon.texanus","Fabaceae","Desmodium","Desmodium canadense",1,1,NA,NA,"Agapostemon texanus"
