"genero","especie","orden","familia"
"Anthaxia","Anthaxia sp1 M PL 015","Coleoptera","Buprestidae"
"Anthaxia","Anthaxia umbellatarum","Coleoptera","Buprestidae"
"Anthaxia","Anthaxia dimidiata","Coleoptera","Buprestidae"
"Anthedon","Anthedon compta",NA,NA
"Anthemurgus","Anthemurgus passiflorae",NA,NA
"Anthemus","Anthemus magnius","Hymenoptera","Encyrtidae"
"Anthemus","Anthemus maculielytris","Hymenoptera","Encyrtidae"
"Antherhynchium","Antherhynchium flavomargtnatum","Hymenoptera","Eumenidae"
"Antherophagus","Antherophagus nigricornis","Coleoptera","Cryptophagidae"
"Anthicus","Anthicus shibatai","Coleoptera","Anthicidae"
"Anthidiellum","Anthidiellum sp1 M PL 030","Hymenoptera","Megachilidae"
"Anthidium","Anthidium undulatum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium sp","Hymenoptera","Megachilidae"
"Anthidium","Anthidium cognatum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium adriani","Hymenoptera","Megachilidae"
"Anthidium","Anthidium tenuiflorae","Hymenoptera","Megachilidae"
"Anthidium","Anthidium septemspinosum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium florentinum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium chilensis","Hymenoptera","Megachilidae"
"Anthidium","Anthidium rubriceps","Hymenoptera","Megachilidae"
"Anthidium","Anthidium taeniatum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium sp1 M PL 058","Hymenoptera","Megachilidae"
"Anthidium","Anthidium strigatum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium chubuti","Hymenoptera","Megachilidae"
"Anthidium","Anthidium elongatum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium dalmaticum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium manicatum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium gayi","Hymenoptera","Megachilidae"
"Anthidium","Anthidium decaspilum","Hymenoptera","Megachilidae"
"Anthidium","Anthidium funereum","Hymenoptera","Megachilidae"
"Anthobium","Anthobium torquratum","Coleoptera","Staphylinidae"
"Anthobium","Anthobium minutum","Coleoptera","Staphylinidae"
"Anthobium","Anthobium ophthalmicum","Coleoptera","Staphylinidae"
"Anthocharis","Anthocharis cardamines","Lepidoptera","Pieridae"
"Anthocomus","Anthocomus erichsoni","Coleoptera","Melyridae"
"Anthocopa","Anthocopa obtusa","Hymenoptera","Megachilidae"
"Anthocoris","Anthocoris miyamotoi","Hemiptera","Anthocoridae"
"Anthocris","Anthocris scolymus",NA,NA
"Anthomyia","Anthomyia faciata","Diptera","Anthomyiidae"
"Anthomyia","Anthomyia radicum","Diptera","Anthomyiidae"
"Anthomyia","Anthomyia confusanea","Diptera","Anthomyiidae"
"Anthomyia","Anthomyia pluvialis","Diptera","Anthomyiidae"
"Anthomyia","Anthomyia sp1 M PL 005","Diptera","Anthomyiidae"
"Anthomyidae","Anthomyidae sp1 M PL 006",NA,NA
"Anthomyiella","Anthomyiella pluvialis",NA,NA
"Anthomyiella","Anthomyiella pratincola",NA,NA
"Anthomyiidae","Anthomyiidae ni",NA,NA
"Anthomyiidae","Anthomyiidae sp1 M PL 009",NA,NA
"Anthomyiidae","Anthomyiidae sp1 M PL 072",NA,NA
"Anthomyiidae","Anthomyiidae sp2",NA,NA
"Anthomyiidae","Anthomyiidae sp2 M PL 009",NA,NA
"Anthomyiidae","Anthomyiidae sp3 M PL 009",NA,NA
"Anthomyiidae","Anthomyiidae sp4",NA,NA
"Anthonomus","Anthonomus sp1 M PL 004","Coleoptera","Curculionidae"
"Anthonomus","Anthonomus sp1 M PL 044","Coleoptera","Curculionidae"
"Anthophora","Anthophora atroalba","Hymenoptera","Apidae"
"Anthophora","Anthophora agama","Hymenoptera","Apidae"
"Anthophora","Anthophora femorata","Hymenoptera","Apidae"
"Anthophora","Anthophora alluaudi","Hymenoptera","Apidae"
"Anthophora","Anthophora incerta","Hymenoptera","Apidae"
"Anthophora","Anthophora flavocincta","Hymenoptera","Apidae"
"Anthophora","Anthophora occidentalis","Hymenoptera","Apidae"
"Anthophora","Anthophora retusa","Hymenoptera","Apidae"
"Anthophora","Anthophora neomexicana","Hymenoptera","Apidae"
"Anthophora","Anthophora pilipes villosula","Hymenoptera","Apidae"
"Anthophora","Anthophora rubricrus","Hymenoptera","Apidae"
"Anthophora","Anthophora dufourii","Hymenoptera","Apidae"
"Anthophora","Anthophora plumipes","Hymenoptera","Apidae"
"Anthophora","Anthophora orotavae","Hymenoptera","Apidae"
"Anthophora","Anthophora bomboides","Hymenoptera","Apidae"
"Anthophora","Anthophora abrupta","Hymenoptera","Apidae"
"Anthophora","Anthophora dispar","Hymenoptera","Apidae"
"Anthophora","Anthophora canescens","Hymenoptera","Apidae"
"Anthophora","Anthophora sp1 M PL 058","Hymenoptera","Apidae"
"Anthophora","Anthophora acervorum","Hymenoptera","Apidae"
"Anthophora","Anthophora quadricolor","Hymenoptera","Apidae"
"Anthophora","Anthophora simillima","Hymenoptera","Apidae"
"Anthophora","Anthophora ursina","Hymenoptera","Apidae"
"Anthophora","Anthophora sp","Hymenoptera","Apidae"
"Anthophora","Anthophora sp1 M PL 016","Hymenoptera","Apidae"
"Anthracothorax","Anthracothorax nigricollis",NA,NA
"Anthrax","Anthrax nigra","Diptera","Bombyliidae"
"Anthrax","Anthrax alternata","Diptera","Bombyliidae"
"Anthrax","Anthrax sinuosa","Diptera","Bombyliidae"
"Anthrax","Anthrax sp1 M PL 015","Diptera","Bombyliidae"
"Anthrax","Anthrax halycon","Diptera","Bombyliidae"
"Anthrax","Anthrax tegminipennis","Diptera","Bombyliidae"
"Anthrax","Anthrax halcyon","Diptera","Bombyliidae"
"Anthrax","Anthrax sp2 M PL 015","Diptera","Bombyliidae"
"Anthrax","Anthrax hypomelas","Diptera","Bombyliidae"
"Anthrax","Anthrax fulvohirta","Diptera","Bombyliidae"
"Anthrax","Anthrax discollis","Diptera","Bombyliidae"
"Anthrax","Anthrax sp1 M PL 072","Diptera","Bombyliidae"
"Anthrax","Anthrax fulviana","Diptera","Bombyliidae"
"Anthrax","Anthrax anthrax","Diptera","Bombyliidae"
"Anthrax","Anthrax lateralis","Diptera","Bombyliidae"
"Anthrax","Anthrax palliata","Diptera","Bombyliidae"
"Anthrax","Anthrax candens","Diptera","Bombyliidae"
"Anthrenus","Anthrenus musaeorum","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus verbasci","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus sp1 M PL 015","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus sp3 M PL 015","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus castaneae","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus sp1 M PL 016","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus sp2 M PL 015","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus museorum","Coleoptera","Dermestidae"
"Anthrenus","Anthrenus pimpinellae","Coleoptera","Dermestidae"
"Anthromacra","Anthromacra viriclissima",NA,NA
"Apanteles","Apanteles terminalis","Hymenoptera","Braconidae"
"Apanteles","Apanteles sp1 M PL 005","Hymenoptera","Braconidae"
"Apanteles","Apanteles sp1 M PL 020","Hymenoptera","Braconidae"
"Aphantochroa","Aphantochroa cirrhochloris",NA,NA
"Aphantopus","Aphantopus hyperantus","Lepidoptera","Nymphalidae"
"Aphidius","Aphidius sp1 M PL 010","Hymenoptera","Braconidae"
"Aphothona","Aphothona amamiana",NA,NA
"Aphothona","Aphothona foudrasi",NA,NA
"Aphtona","Aphtona formosana",NA,NA
"Apion","Apion flavipes","Coleoptera","Apionidae"
"Apion","Apion aeneum","Coleoptera","Apionidae"
"Apion","Apion apricans","Coleoptera","Apionidae"
"Apion","Apion meliloti","Coleoptera","Apionidae"
"Apion","Apion hookeri","Coleoptera","Apionidae"
"Apion","Apion rufirostre","Coleoptera","Apionidae"
"Apis","Apis mellifera Linnaeus","Hymenoptera","Apidae"
"Apis","Apis cerana japonica","Hymenoptera","Apidae"
"Apis","Apis cerana","Hymenoptera","Apidae"
"Apis","Apis mellifera","Hymenoptera","Apidae"
"Aplocnemus","Aplocnemus sp1 M PL 015","Coleoptera","Dasytidae"
"Aplotarsus","Aplotarsus incanus","Coleoptera","Elateridae"
"Apocrita","Apocrita sp1 M PL 037",NA,NA
"Apocrita","Apocrita sp1 M PL 038",NA,NA
"Apocrita","Apocrita sp1 M PL 043",NA,NA
"Apocrita","Apocrita sp1 M PL 049",NA,NA
"Apoderus","Apoderus rubidus","Coleoptera","Attelabidae"
"Apoderus","Apoderus jekelii","Coleoptera","Attelabidae"
"Apoderus","Apoderus erythrogaster","Coleoptera","Attelabidae"
"Appias","Appias drusilla","Lepidoptera","Pieridae"
"Apsonia","Apsonia muscaria",NA,NA
"Araba","Araba tergata",NA,NA
"Araneidae","Araneidae sp129 M PL 057",NA,NA
"Araneidae","Araneidae sp130 M PL 057",NA,NA
"Araneidae","Araneidae sp131 M PL 057",NA,NA
"Araneidae","Araneidae sp132 M PL 057",NA,NA
"Araneidae","Araneidae sp133 M PL 057",NA,NA
"Araneidae","Araneidae sp134 M PL 057",NA,NA
"Araneidae","Araneidae sp135 M PL 057",NA,NA
"Araneidae","Araneidae sp136 M PL 057",NA,NA
"Araneidae","Araneidae sp137 M PL 057",NA,NA
"Araneidae","Araneidae sp138 M PL 057",NA,NA
"Araneidae","Araneidae sp139 M PL 057",NA,NA
"Araneidae","Araneidae sp140 M PL 057",NA,NA
"Araneidae","Araneidae sp141 M PL 057",NA,NA
"Araneidae","Araneidae sp142 M PL 057",NA,NA
"Araneidae","Araneidae sp143 M PL 057",NA,NA
"Araneidae","Araneidae sp144 M PL 057",NA,NA
"Araneidae","Araneidae sp18 M PL 054",NA,NA
"Araneidae","Araneidae sp19 M PL 054",NA,NA
"Araneidae","Araneidae sp20 M PL 054",NA,NA
"Araneidae","Araneidae sp36 M PL 054",NA,NA
"Araneidae","Araneidae sp37 M PL 054",NA,NA
"Araneidae","Araneidae sp38 M PL 054",NA,NA
"Araneidae","Araneidae sp39 M PL 054",NA,NA
"Araneidae","Araneidae sp40 M PL 054",NA,NA
"Araneidae","Araneidae sp41 M PL 054",NA,NA
"Araneidae","Araneidae sp42 M PL 054",NA,NA
"Araneidae","Araneidae sp43 M PL 054",NA,NA
"Araneidae","Araneidae sp44 M PL 054",NA,NA
"Araneidae","Araneidae sp45 M PL 054",NA,NA
"Araneidae","Araneidae sp46 M PL 054",NA,NA
"Araneidae","Araneidae sp47 M PL 054",NA,NA
"Araneidae","Araneidae sp48 M PL 054",NA,NA
"Araneidae","Araneidae sp49 M PL 054",NA,NA
"Araneidae","Araneidae sp50 M PL 054",NA,NA
"Araneidae","Araneidae sp51 M PL 054",NA,NA
"Araneidae","Araneidae sp70 M PL 057",NA,NA
"Araneidae","Araneidae sp9 M PL 054",NA,NA
"Arasehmia","Arasehmia burejana",NA,NA
"Archytas","Archytas hystrix","Diptera","Tachinidae"
"Archytas","Archytas aterrima","Diptera","Tachinidae"
"Archytas","Archytas analis","Diptera","Tachinidae"
"Archytas","Archytas sp1 M PL 005","Diptera","Tachinidae"
"Arctophila","Arctophila flagrans","Diptera","Syrphidae"
"Arctoseius","Arctoseius cetratus","Mesostigmata","Ascidae"
"Arge","Arge similis","Hymenoptera","Argidae"
"Arge","Arge sp1 M PL 013","Hymenoptera","Argidae"
"Arge","Arge sp1 M PL 057","Hymenoptera","Argidae"
"Arge","Arge nipponensis","Hymenoptera","Argidae"
"Arge","Arge ustulata","Hymenoptera","Argidae"
"Arge","Arge scita","Hymenoptera","Argidae"
"Argirophenga","Argirophenga sp1 M PL 027",NA,NA
"Argirophenga","Argirophenga sp1 M PL 028",NA,NA
"Argirophenga","Argirophenga sp1 M PL 029",NA,NA
"Argynnis","Argynnis atlantis","Lepidoptera","Nymphalidae"
"Argynnis","Argynnis cybele","Lepidoptera","Nymphalidae"
"Argynnis","Argynnis paphia","Lepidoptera","Nymphalidae"
"Argynnis","Argynnis eurynome","Lepidoptera","Nymphalidae"
"Argynnis","Argynnis paphia tsushimana","Lepidoptera","Nymphalidae"
"Argyronome","Argyronome ruslana","Lepidoptera","Nymphalidae"
"Argyrophenga","Argyrophenga janitae","Lepidoptera","Nymphalidae"
"Argyrophenga","Argyrophenga antipodium","Lepidoptera","Nymphalidae"
"Arhysosage","Arhysosage bifasciata","Hymenoptera","Andrenidae"
"Aricia","Aricia agestis",NA,NA
"Aricia","Aricia cramera",NA,NA
"Arpedium","Arpedium sp1 M PL 009","Coleoptera","Staphylinidae"
"Arthracanthus","Arthracanthus obscuricollis","Coleoptera","Melyridae"
"Arthromacra","Arthromacra amamiana","Coleoptera","Tenebrionidae"
"Artogeia","Artogeia rapae",NA,NA
"Asaphodes","Asaphodes clarata","Lepidoptera","Geometridae"
"Asarcuna","Asarcuna porcina",NA,NA
"Asarkina","Asarkina porcina","Diptera","Syrphidae"
"Asarkina","Asarkina ericetorum","Diptera","Syrphidae"
"Ascia","Ascia josephina","Lepidoptera","Pieridae"
"Ascia","Ascia monuste","Lepidoptera","Pieridae"
"Asclera","Asclera nigrocya","Coleoptera","Oedemeridae"
"Asclera","Asclera ruficollis","Coleoptera","Oedemeridae"
"Asclera","Asclera puncticollis","Coleoptera","Oedemeridae"
"Asemum","Asemum amurense","Coleoptera","Cerambycidae"
"Ashmeadiella","Ashmeadiella bucconis","Hymenoptera","Megachilidae"
"Asiemphytus","Asiemphytus albilabris","Hymenoptera","Tenthredinidae"
"Asiemphytus","Asiemphytus deutziae","Hymenoptera","Tenthredinidae"
"Asilis","Asilis pilicomis","Coleoptera","Cantharidae"
"Asilus","Asilus sp1 M PL 046","Diptera","Asilidae"
"Aspicera","Aspicera albihirta","Hymenoptera","Figitidae"
"Aspilocoryphus","Aspilocoryphus fasciativentris","Hemiptera","Lygaeidae"
"Astatus","Astatus bicolor",NA,NA
"Astatus","Astatus unicolor",NA,NA
"Astochia","Astochia virgatipes","Diptera","Asilidae"
"Astylus","Astylus quadrilineatus","Coleoptera","Melyridae"
"Astylus","Astylus sp1 M PL 022","Coleoptera","Melyridae"
"Ateloglutus","Ateloglutus sp","Diptera","Tachinidae"
"Athalia","Athalia glabricollis","Hymenoptera","Tenthredinidae"
"Athalia","Athalia sp1 M PL 049","Hymenoptera","Tenthredinidae"
"Athalia","Athalia japonica","Hymenoptera","Tenthredinidae"
"Athalia","Athalia lineolata","Hymenoptera","Tenthredinidae"
"Athemellus","Athemellus insulsus","Coleoptera","Cantharidae"
"Athemus","Athemus sp1 M PL 044","Coleoptera","Cantharidae"
"Athemus","Athemus lineatipennis","Coleoptera","Cantharidae"
"Atherigona","Atherigona orientalis","Diptera","Muscidae"
"Atherigona","Atherigona orientalis Schiner","Diptera","Muscidae"
"Atherigona","Atherigona sp1 M PL 061","Diptera","Muscidae"
"Athidium","Athidium sp1 M PL 030",NA,NA
"Athous","Athous subfuscus","Coleoptera","Elateridae"
"Athousius","Athousius sp1 M PL 053","Coleoptera","Elateridae"
"Athrycia","Athrycia trepida","Diptera","Tachinidae"
"Atlantea","Atlantea pantoni","Lepidoptera","Nymphalidae"
"Atlobaccha","Atlobaccha nubilipennis",NA,NA
"Atractodes","Atractodes sp1 M PL 020","Hymenoptera","Ichneumonidae"
"Atrichelaphinis","Atrichelaphinis tigrina","Coleoptera","Scarabaeidae"
"Atrytone","Atrytone delaware","Lepidoptera","Hesperiidae"
"Atrytone","Atrytone taxiles","Lepidoptera","Hesperiidae"
"Attagenus","Attagenus sp1 M PL 016","Coleoptera","Dermestidae"
"Attagenus","Attagenus bifasciatus","Coleoptera","Dermestidae"
"Attagenus","Attagenus sp1 M PL 015","Coleoptera","Dermestidae"
"Attagenus","Attagenus piceus","Coleoptera","Dermestidae"
"Attagenus","Attagenus sp2 M PL 015","Coleoptera","Dermestidae"
"Attalus","Attalus sp1 M PL 012","Coleoptera","Malachiidae"
"Attalus","Attalus scincetus","Coleoptera","Malachiidae"
"Attalus","Attalus ryukyuanus","Coleoptera","Malachiidae"
"Attalus","Attalus chujoanus","Coleoptera","Malachiidae"
"Atteva","Atteva hysginiella","Lepidoptera","Attevidae"
"Atylotus","Atylotus sawadaisp","Diptera","Tabanidae"
"Auca","Auca coctei pales","Lepidoptera","Nymphalidae"
"Audre","Audre epulus signata",NA,NA
"Augochlora","Augochlora pura","Hymenoptera","Halictidae"
"Augochlora","Augochlora sp2 M PL 030","Hymenoptera","Halictidae"
"Augochlora","Augochlora sp1 M PL 030","Hymenoptera","Halictidae"
"Augochlora","Augochlora sp1 M PL 031","Hymenoptera","Halictidae"
"Augochlora","Augochlora fervida","Hymenoptera","Halictidae"
"Augochlora","Augochlora semiramis","Hymenoptera","Halictidae"
"Augochlorella","Augochlorella ephyra","Hymenoptera","Halictidae"
"Augochlorella","Augochlorella striata","Hymenoptera","Halictidae"
"Augochlorella","Augochlorella aurata","Hymenoptera","Halictidae"
"Augochlorensis","Augochlorensis callichroa",NA,NA
"Augochloropsis","Augochloropsis sp1 M PL 030","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis metallica","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis sp2 M PL 031","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis sp3 M PL 031","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis erato","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis sp1 M PL 023","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis sp2 M PL 072","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis sp1 M PL 031","Hymenoptera","Halictidae"
"Augochloropsis","Augochloropsis sp3 M PL 072","Hymenoptera","Halictidae"
"Augochorella","Augochorella striata",NA,NA
"Auhochloropsis","Auhochloropsis vesta",NA,NA
"Aulacophora","Aulacophora nigripennis","Coleoptera","Chrysomelidae"
"Aulacophora","Aulacophora sp1 M PL 044","Coleoptera","Chrysomelidae"
"Aulacophora","Aulacophora femoralis","Coleoptera","Chrysomelidae"
"Austrocidaria","Austrocidaria similata","Lepidoptera","Geometridae"
"Autographa","Autographa sp1 M PL 006","Lepidoptera","Noctuidae"
"Autographa","Autographa gamma","Lepidoptera","Noctuidae"
"Autographa","Autographa bractea","Lepidoptera","Noctuidae"
"Avibrissina","Avibrissina brevivalpis","Diptera","Tachinidae"
"Avibrissina","Avibrissina sp1 M PL 027","Diptera","Tachinidae"
"Avibrissina","Avibrissina isolata","Diptera","Tachinidae"
"Azelia","Azelia triquetra","Diptera","Muscidae"
"Babia","Babia 4 guttata","Coleoptera","Chrysomelidae"
"Baccha","Baccha tarchetius","Diptera","Syrphidae"
"Baccha","Baccha apicalis","Diptera","Syrphidae"
"Baccha","Baccha fuscipennis","Diptera","Syrphidae"
"Baccha","Baccha macutata","Diptera","Syrphidae"
"Baccha","Baccha clavata","Diptera","Syrphidae"
"Baccha","Baccha maculata","Diptera","Syrphidae"
"Baccha","Baccha aurinota","Diptera","Syrphidae"
"Bactrocera","Bactrocera cucurbitae","Diptera","Tephritidae"
"Bagous","Bagous sp1 M PL 055","Coleoptera","Curculionidae"
"Bagous","Bagous sp2 M PL 055","Coleoptera","Curculionidae"
"Balataea","Balataea gracilis",NA,NA
"Balatala","Balatala gracilis",NA,NA
"Baris","Baris dispilota","Coleoptera","Curculionidae"
"Baris","Baris kiboshi","Coleoptera","Curculionidae"
"Basilarchia","Basilarchia archippus",NA,NA
"Basilarchia","Basilarchia weidemeyeri",NA,NA
"Basilepta","Basilepta ruficolle","Coleoptera","Chrysomelidae"
"Bassus","Bassus sanctus","Hymenoptera","Braconidae"
"Bathycetes","Bathycetes scutellaris",NA,NA
"Batizonus","Batizonus algidus",NA,NA
"Batozenellus","Batozenellus sp1 M PL 057",NA,NA
"Batyle","Batyle suturalis","Coleoptera","Cerambycidae"
"Bellardia","Bellardia pubicornis","Diptera","Calliphoridae"
"Bellardia","Bellardia vulgaris","Diptera","Calliphoridae"
"Belpharipeza","Belpharipeza leucophrys",NA,NA
"Belvosia","Belvosia bifasciata","Diptera","Tachinidae"
"Belvosia","Belvosia unifasciata","Diptera","Tachinidae"
"Bembicinus","Bembicinus peregrinus",NA,NA
"Bembix","Bembix oculata","Hymenoptera","Crabronidae"
"Bembix","Bembix olivacea","Hymenoptera","Crabronidae"
"Bembix","Bembix spinolae","Hymenoptera","Crabronidae"
"Bembix","Bembix nubillipennis","Hymenoptera","Crabronidae"
"Bembix","Bembix flavescens","Hymenoptera","Crabronidae"
"Bembix","Bembix pallida","Hymenoptera","Crabronidae"
"Bertsa","Bertsa lankana","Hemiptera","Miridae"
"Betacixius","Betacixius sp1 M PL 044","Hemiptera","Cixiidae"
"Betasorrphus","Betasorrphus seraius",NA,NA
"Betasyrphus","Betasyrphus serarius","Diptera","Syrphidae"
"Betasyrphus","Betasyrphus seraius","Diptera","Syrphidae"
"Bhaphuma","Bhaphuma xenisca",NA,NA
"Bibio","Bibio lanigerus","Diptera","Bibionidae"
"Bibio","Bibio marci","Diptera","Bibionidae"
"Bibio","Bibio sp1 M PL 044","Diptera","Bibionidae"
"Bibio","Bibio sp1 M PL 053","Diptera","Bibionidae"
"Bibio","Bibio hortulanus","Diptera","Bibionidae"
"Bibio","Bibio albipennis","Diptera","Bibionidae"
"Bibio","Bibio gracilipalpus","Diptera","Bibionidae"
"Bibio","Bibio leucopterus","Diptera","Bibionidae"
"Bibio","Bibio aneuretus","Diptera","Bibionidae"
"Bibio","Bibio sp2 M PL 053","Diptera","Bibionidae"
"Bibio","Bibio simulans","Diptera","Bibionidae"
"Bibio","Bibio pallipes","Diptera","Bibionidae"
"Bibio","Bibio sp4 M PL 053","Diptera","Bibionidae"
"Bibio","Bibio sp3 M PL 053","Diptera","Bibionidae"
"Bibio","Bibio sp5 M PL 053","Diptera","Bibionidae"
"Bibio","Bibio femoratus","Diptera","Bibionidae"
"Bibio","Bibio elmoi","Diptera","Bibionidae"
"Bibionidae","Bibionidae sp1",NA,NA
"Bibionidae","Bibionidae sp1 M PL 072",NA,NA
"Bibionidae","Bibionidae sp2",NA,NA
"Bicyrtes","Bicyrtes 4 fasciata","Hymenoptera","Crabronidae"
"Bicyrtes","Bicyrtes ventralis","Hymenoptera","Crabronidae"
"Bilia","Bilia japonica","Hemiptera","Anthocoridae"
"Biomyia","Biomyia georgiae",NA,NA
"Biphyllis","Biphyllis throscoides",NA,NA
"Birka","Birka carinifrons","Hymenoptera","Tenthredinidae"
"Bithia","Bithia sp1 M PL 015","Diptera","Tachinidae"
"Bithia","Bithia acanthophora","Diptera","Tachinidae"
"Blepharipeza","Blepharipeza leucophrys",NA,NA
"Blepharipus","Blepharipus harringtonii",NA,NA
"Blera","Blera confusa","Diptera","Syrphidae"
"Blera","Blera nigripes","Diptera","Syrphidae"
"Blera","Blera badia","Diptera","Syrphidae"
"Blitopertha","Blitopertha conspurcata","Coleoptera","Scarabaeidae"
"Blitopertha","Blitopertha orientalis","Coleoptera","Scarabaeidae"
"Bocchoris","Bocchoris inspersalis","Lepidoptera","Crambidae"
